"","year","month","plant_ID","customer_ID","material_type_ID","market_code","final_fc","_2_month_lag_fc","_1_month_lag_fc"
"2777",2021,2,1,234,1,1,135,0,0
"2778",2018,3,1,481,1,1,135,0,45
"2779",2018,4,1,351,1,1,135,0,67.5
"2780",2019,5,1,12,1,1,135,0,0
"2781",2019,6,1,125,1,1,135,0,0
"2782",2019,6,1,179,1,1,135,0,0
"2783",2018,7,1,90,1,1,135,135,135
"2784",2020,8,1,163,1,1,135,0,0
"2785",2020,8,1,283,1,1,135,0,135
"2786",2021,10,1,8,2,1,135,0,0
"2787",2019,3,1,63,2,2,134.9775,0,156
"2788",2020,7,1,193,1,1,134.5,0,0
"2789",2019,5,1,116,7,1,134.188,0,0
"2790",2020,5,1,116,7,1,134.15,0,131.1205
"2791",2019,10,1,41,1,1,134.095,0,187.5
"2792",2021,10,1,63,2,2,134.0675,190,151
"2793",2018,1,1,134,2,3,133.7025,0,0
"2794",2020,10,1,24,10,2,133.61,81,108.5
"2795",2018,11,1,41,1,11,133.505,25,25
"2796",2019,8,1,97,1,19,133.5,0,0
"2797",2020,9,1,97,1,7,133.5,144.002,144.002
"2798",2018,10,1,141,1,1,133.5,0,0
"2799",2018,10,1,252,1,2,133.46,0,0
"2800",2020,7,1,141,1,1,133.35,0,0
"2801",2018,9,1,252,1,2,133.18,0,120.002
"2802",2020,6,1,193,1,1,132.9025,0,0
"2803",2020,6,1,16,1,1,132.6525,0,160
"2804",2019,6,1,163,1,1,132.5,0,0
"2805",2021,9,1,5,1,1,132.5,0,0
"2806",2019,8,1,252,1,2,132.2775,0,0
"2807",2020,6,1,74,1,2,132.276,220.46,286.598
"2808",2019,3,1,252,1,2,132.16,0,60
"2809",2019,5,1,342,1,6,132.15,0,0
"2810",2020,1,1,198,1,20,132.14,0,0
"2811",2021,1,1,232,2,2,132.105,0,0
"2812",2021,7,1,125,1,1,132.035,0,0
"2813",2022,2,1,74,1,7,132,0,0
"2814",2019,8,1,227,1,1,132,0,0
"2815",2019,10,1,198,1,20,132,101,110
"2816",2020,12,1,74,1,6,132,132,132
"2817",2018,5,1,16,1,1,131.9875,0,180
"2818",2021,12,1,14,1,6,131.17,0,0
"2819",2020,10,1,2,8,2,130.931,180,149
"2820",2018,1,1,234,1,1,130.82,0,0
"2821",2018,6,1,97,1,7,130.59,145,168
"2822",2018,6,1,93,1,1,130.42,0,0
"2823",2021,1,1,238,1,6,130.25,0,0
"2824",2020,3,1,34,1,20,130,0,0
"2825",2018,5,1,297,1,24,130,0,0
"2826",2020,7,1,2,8,2,130,126,122.5
"2827",2021,10,1,110,1,1,130,350,550
"2828",2018,6,1,109,1,7,129.85,100,0
"2829",2019,6,1,34,1,4,129.723,0,40
"2830",2021,2,1,135,1,6,129.68,0,0
"2831",2018,9,1,166,1,6,129.66,250,200
"2832",2019,3,1,339,1,7,129.5,0,93
"2833",2020,6,1,245,1,1,129.4825,0,0
"2834",2019,9,1,160,1,7,129.47,0,0
"2835",2021,4,1,63,2,2,129.445,140,140
"2836",2021,8,1,3,10,2,129.31,313,280
"2837",2020,5,1,5,7,4,129.0385,170,170
"2838",2019,4,1,13,1,6,129.03,0,0
"2839",2018,3,1,122,1,1,129,0,0
"2840",2019,3,1,97,1,7,129,0,117.5
"2841",2021,2,1,2,8,2,128.873,0,0
"2842",2021,10,1,68,1,7,128.76,0,0
"2843",2021,11,1,14,1,11,128.7155,0,0
"2844",2021,3,1,16,1,1,128.715,0,190
"2845",2021,9,1,41,1,8,128.61,150.0005,150.0005
"2846",2019,12,1,167,1,7,128.54,0,135
"2847",2019,3,1,41,1,1,128.2725,0,0
"2848",2018,10,1,47,1,8,128,0,0
"2849",2022,1,1,41,1,11,127.9905,0,0
"2850",2021,9,1,24,10,2,127.564,129.5,111.5
"2851",2019,1,1,108,1,16,127.5,0,0
"2852",2019,6,1,97,1,7,127.5,117.5,156
"2853",2019,6,1,275,1,7,127.5,0,135
"2854",2020,1,1,13,1,6,127.41,0,0
"2855",2021,6,1,88,1,7,127.23,90,0
"2856",2020,5,1,357,1,7,127.09,0,0
"2857",2020,1,1,1009,1,1,127,0,0
"2858",2018,4,1,16,1,1,126.72,0,100
"2859",2020,7,1,74,1,2,126.58,0,23
"2860",2020,8,1,74,1,2,126.58,0,27.5
"2861",2019,7,1,154,1,7,126.46,0,14
"2862",2018,6,1,68,1,7,126.2,438.5,592.5
"2863",2020,6,1,86,1,6,126.19,0,80
"2864",2018,3,1,343,2,2,126,0,90
"2865",2018,4,1,134,2,3,125.97,120,100
"2866",2021,6,1,41,1,4,125.9375,135,323.5
"2867",2019,2,1,63,2,2,125.285,0,0
"2868",2021,2,1,154,1,24,125,0,0
"2869",2018,3,1,109,1,7,125,0,180
"2870",2018,7,1,161,1,1,125,0,0
"2871",2021,7,1,16,1,1,124.4525,115,166
"2872",2018,8,1,41,1,1,124.33,62.5,60
"2873",2018,10,1,41,1,16,124.2725,22.5,162
"2874",2021,2,1,43,1,1,124.26,0,0
"2875",2019,7,1,63,2,2,124.2575,120,80
"2876",2021,7,1,139,4,1,124.22,0,0
"2877",2019,3,1,182,1,1,124,0,170
"2878",2019,3,1,116,7,1,123.9835,0,275.1075
"2879",2019,8,1,242,1,1,123.725,140,80
"2880",2021,10,1,22,1,1,123.49,0,0
"2881",2021,8,1,242,1,1,123.2325,40,60
"2882",2018,11,1,242,1,1,122.9775,160,240
"2883",2019,1,1,182,1,1,122.605,0,0
"2884",2021,10,1,154,1,24,122.3345,0,120
"2885",2018,1,1,3,3,2,122,0,0
"2886",2020,4,1,122,1,1,121.97,0,0
"2887",2019,6,1,334,1,1,121.75,0,0
"2888",2018,7,1,257,1,1,121.4625,0,0
"2889",2020,12,1,153,1,1,121.36,0,0
"2890",2018,3,1,429,1,1,121.34,0,0
"2891",2019,10,1,41,1,16,120.9875,0,166.6665
"2892",2018,7,1,63,2,2,120.8645,132.5,133.8
"2893",2020,5,1,238,1,6,120.83,0,280
"2894",2019,7,1,270,1,1,120.5025,0,0
"2895",2018,12,1,46,1,1,120.4925,0,0
"2896",2018,12,1,63,2,2,120.375,69.5,75.5
"2897",2018,8,1,257,1,1,120.226,0,0
"2898",2018,1,1,380,1,16,120,0,0
"2899",2022,1,1,108,1,16,120,0,0
"2900",2022,1,1,134,2,3,120,0,0
"2901",2018,2,1,380,1,16,120,0,0
"2902",2022,2,1,108,1,16,120,0,0
"2903",2022,2,1,134,2,3,120,0,0
"2904",2018,3,1,34,1,1,120,0,0
"2905",2021,3,1,95,1,11,120,0,120
"2906",2018,5,1,119,1,10,120,0,40
"2907",2018,5,1,275,1,7,120,0,0
"2908",2018,5,1,1018,1,19,120,0,120
"2909",2021,7,1,134,2,3,120,120,120
"2910",2019,8,1,32,1,7,120,0,0
"2911",2021,8,1,134,2,3,120,120,120
"2912",2021,9,1,134,2,3,120,120,120
"2913",2020,10,1,13,4,6,120,0,0
"2914",2021,11,1,134,2,3,120,120,120
"2915",2019,12,1,119,1,10,120,0,0
"2916",2019,12,1,134,2,3,120,140,80
"2917",2020,12,1,305,1,1,120,0,0
"2918",2021,12,1,8,2,1,120,0,120
"2919",2021,12,1,108,1,16,120,0,0
"2920",2021,12,1,134,2,3,120,120,120
"2921",2019,5,1,243,1,1,119.82,0,40
"2922",2020,6,1,242,1,1,119.6525,80,80
"2923",2021,3,1,242,1,1,119.065,0,120
"2924",2018,3,1,185,1,1,119,0,288
"2925",2019,8,1,95,1,6,118.89,0,20
"2926",2018,2,1,223,2,2,118.5,0,0
"2927",2021,6,1,51,1,6,118.1025,0,0
"2928",2019,9,1,161,1,1,118.091,0,0
"2929",2018,2,1,5,7,4,118,0,0
"2930",2020,3,1,242,1,1,118,0,100
"2931",2018,2,1,283,1,1,117.95,0,0
"2932",2020,12,1,252,1,2,117.9,112.5,112.5
"2933",2021,3,1,41,1,4,117.8,0,405.0015
"2934",2021,8,1,95,1,6,117.7325,0,0
"2935",2019,12,1,116,7,1,117.522,0,96
"2936",2019,8,1,74,3,2,117.3125,0,0
"2937",2020,6,1,232,2,2,117.1455,155,156.735
"2938",2019,9,1,198,1,20,117,85,85
"2939",2021,6,1,5,7,4,116.86,90,180
"2940",2019,6,1,375,1,7,116.5,0,48
"2941",2020,6,1,145,1,1,116.5,200,200
"2942",2020,6,1,334,1,1,116.5,0,100
"2943",2019,9,1,16,1,1,116.385,0,120
"2944",2021,5,1,242,1,1,116.2775,120,132
"2945",2019,1,1,107,1,6,116.26,0,0
"2946",2020,5,1,227,1,4,116.22,0,0
"2947",2020,9,1,32,1,1,115.98,0,0
"2948",2018,8,1,245,1,1,115.93,0,0
"2949",2020,12,1,41,1,8,115.863,0,79.0015
"2950",2021,2,1,16,1,1,115.59,0,0
"2951",2020,8,1,232,2,2,115.56,147.85,101
"2952",2020,1,1,5,7,4,115.381,0,0
"2953",2018,7,1,5,7,4,115.233,0,171
"2954",2019,10,1,19,1,6,115.1,80,120
"2955",2018,4,1,63,2,2,115.01,105,105
"2956",2021,7,1,363,1,4,115.0005,0,0
"2957",2018,6,1,83,1,4,115,0,0
"2958",2019,7,1,170,12,26,115,230,230
"2959",2019,7,1,122,1,1,115,0,0
"2960",2020,2,1,5,7,4,114.9315,0,0
"2961",2020,3,1,238,1,6,114.92,0,185
"2962",2018,10,1,205,1,7,114.83,0,72
"2963",2020,6,1,5,7,4,114.5525,170,170
"2964",2019,8,1,198,1,20,114.26,86,86
"2965",2019,3,1,105,1,1,114.195,0,0
"2966",2019,9,1,170,2,2,114.105,0,103.137
"2967",2019,4,1,116,7,1,114.0455,0,100
"2968",2019,8,1,5,7,4,114.0295,65,65
"2969",2018,4,1,47,1,8,114,0,0
"2970",2021,4,1,68,1,1,113.86,252,252
"2971",2021,1,1,34,1,4,113.835,0,0
"2972",2021,8,1,68,1,7,113.79,0,0
"2973",2021,10,1,13,1,6,113.71,0,0
"2974",2019,4,1,243,1,1,113.597,0,0
"2975",2021,8,1,5,7,4,113.5,200,180
"2976",2019,9,1,193,1,1,113.5,0,0
"2977",2020,1,1,24,10,2,113.395,0,0
"2978",2020,10,1,378,1,1,113.38,0,0
"2979",2018,11,1,343,2,2,113.23,87,81
"2980",2021,4,1,32,1,1,113.18,600,600
"2981",2019,12,1,97,1,19,113.12,0,0
"2982",2019,12,1,2,8,2,113.078,122.5,40
"2983",2021,7,1,97,1,19,113,0,0
"2984",2020,2,1,63,2,2,112.98,0,0
"2985",2020,3,1,252,1,2,112.87,0,112.5
"2986",2021,7,1,68,1,7,112.82,0,0
"2987",2021,8,1,63,2,2,112.7875,185,185
"2988",2019,10,1,97,1,7,112.78,95,60
"2989",2020,3,1,232,2,2,112.594,0,173
"2990",2020,3,1,13,1,6,112.57,0,0
"2991",2019,2,1,97,1,19,112.5,0,0
"2992",2021,2,1,349,1,1,112.5,0,0
"2993",2019,5,1,141,1,1,112.5,0,0
"2994",2021,5,1,141,1,1,112.5,0,0
"2995",2021,5,1,14,1,6,112.5,0,0
"2996",2019,6,1,234,1,1,112.5,0,0
"2997",2019,6,1,325,1,1,112.5,0,0
"2998",2020,6,1,252,1,2,112.5,0,0
"2999",2021,8,1,252,1,2,112.5,112.5,112.5
"3000",2018,9,1,163,1,1,112.5,0,0
"3001",2021,9,1,300,1,7,112.5,112.5,112.5
"3002",2021,9,1,252,1,2,112.5,112.5,112.5
"3003",2019,11,1,163,1,1,112.5,0,0
"3004",2020,11,1,234,1,1,112.5,0,0
"3005",2019,12,1,32,1,7,112.5,0,0
"3006",2018,12,1,97,1,7,112.45,95,136
"3007",2019,9,1,342,1,6,112.39,0,0
"3008",2022,1,1,63,2,2,112.2625,0,0
"3009",2018,8,1,141,1,1,112.21,0,0
"3010",2020,1,1,252,1,2,112.17,0,0
"3011",2020,3,1,161,1,1,112.1585,0,0
"3012",2019,7,1,43,1,1,112.0175,0,0
"3013",2021,3,1,109,1,7,111.94,0,235
"3014",2020,12,1,166,1,6,111.8475,150,200
"3015",2019,6,1,252,1,2,111.65,0,0
"3016",2021,3,1,24,10,2,111.5665,0,80.5
"3017",2018,7,1,339,1,7,111.5,0,0
"3018",2021,1,1,16,1,1,111.35,0,0
"3019",2020,11,1,193,1,1,111.345,0,67.5
"3020",2022,1,1,24,10,2,111.103,0,0
"3021",2020,6,1,135,1,6,111.046,0,41.429
"3022",2019,3,1,45,1,6,110.757,0,0
"3023",2018,4,1,232,2,2,110.739,214.25,213.75
"3024",2021,7,1,93,1,1,110.665,0,0
"3025",2018,5,1,116,7,1,110.5,90,100
"3026",2019,4,1,16,1,1,110.4555,20,100
"3027",2019,6,1,320,1,4,110.4025,0,87.5
"3028",2021,1,1,83,1,1,110,0,0
"3029",2022,1,1,8,2,1,110,0,0
"3030",2022,2,1,5,7,4,110,0,0
"3031",2021,3,1,178,1,7,110,0,67.5
"3032",2019,4,1,198,1,20,110,110,140
"3033",2018,5,1,2,7,2,110,90,90
"3034",2019,6,1,166,1,6,110,200,200
"3035",2021,6,1,252,1,2,110,112.5,112.5
"3036",2018,7,1,245,1,1,110,0,0
"3037",2018,8,1,134,2,3,110,100,100
"3038",2019,12,1,221,1,1,110,0,200
"3039",2021,12,1,74,1,6,110,0,110
"3040",2019,1,1,34,1,20,109.95,0,0
"3041",2020,4,1,78,1,6,109.36,240,220
"3042",2021,7,1,30,1,1,109.3375,0,0
"3043",2021,6,1,139,4,1,109.26,0,0
"3044",2020,10,1,221,1,1,109.26,0,0
"3045",2018,4,1,122,1,1,109.25,0,0
"3046",2020,3,1,134,2,3,109.2025,0,120
"3047",2021,10,1,198,1,20,109.06,40,40
"3048",2019,8,1,101,1,1,109,500,360
"3049",2018,2,1,116,7,1,108.8875,0,0
"3050",2018,10,1,223,2,2,108.838,115.5,108.5
"3051",2018,5,1,242,1,1,108.767,260,260
"3052",2019,6,1,214,1,1,108.66,0,0
"3053",2019,11,1,41,1,1,108.6575,120,615
"3054",2019,1,1,97,1,7,108.5,0,0
"3055",2018,10,1,325,1,1,108.5,0,0
"3056",2018,7,1,34,1,4,108.4875,0,350
"3057",2019,2,1,41,1,16,108.4775,0,0
"3058",2018,7,1,223,2,2,108.377,151.5,108.5
"3059",2019,12,1,74,1,2,108.25,67,88.092
"3060",2021,3,1,349,1,1,108.21,0,0
"3061",2019,1,1,3,3,2,108.09,0,0
"3062",2018,1,1,185,1,1,108,0,0
"3063",2021,1,1,378,1,1,108,0,0
"3064",2018,5,1,163,1,1,108,0,0
"3065",2018,2,1,237,1,1,107.96,0,0
"3066",2020,3,1,2,8,2,107.886,0,207
"3067",2021,10,1,153,1,1,107.74,0,0
"3068",2018,9,1,223,2,2,107.54,112.5,97
"3069",2018,8,1,481,1,1,107.5,0,0
"3070",2019,10,1,334,1,1,107.5,0,38
"3071",2021,12,1,63,2,2,107.155,162,91
"3072",2019,7,1,334,1,1,107,0,0
"3073",2020,10,1,414,1,11,107,0,0
"3074",2019,3,1,41,1,16,106.9425,0,137.7325
"3075",2021,1,1,24,10,2,106.918,0,0
"3076",2020,1,1,242,1,1,106.755,0,0
"3077",2019,4,1,393,1,2,106.685,0,0
"3078",2021,8,1,198,1,20,106.53,78,97
"3079",2018,7,1,116,7,1,106.5,106.5,106.5
"3080",2018,8,1,116,7,1,106.5,106.5,106.5
"3081",2018,5,1,41,1,1,106.41,22.5,280
"3082",2019,2,1,41,1,8,106.13,0,0
"3083",2020,11,1,2,8,2,105.9215,151,146
"3084",2019,11,1,242,1,1,105.8975,176,164
"3085",2021,7,1,3,10,2,105.734,334,304
"3086",2021,1,1,133,1,7,105.71,0,0
"3087",2019,5,1,54,1,6,105.63,0,90
"3088",2019,3,1,16,1,1,105.575,0,100
"3089",2021,6,1,110,1,4,105.5125,0,668
"3090",2021,3,1,5,7,4,105.5,0,170
"3091",2021,12,1,24,10,2,105.5,116.5,110
"3092",2020,4,1,2,2,2,105.495,5426.832,6847.52
"3093",2019,3,1,397,1,1,105.4825,0,0
"3094",2019,12,1,107,1,6,105.05,0,157.5
"3095",2018,7,1,481,1,1,105,0,0
"3096",2018,10,1,238,1,6,104.84,0,0
"3097",2021,10,1,238,1,6,104.71,220,220
"3098",2018,10,1,343,2,2,104.6975,85,87
"3099",2019,5,1,97,1,7,104.5,98,98
"3100",2020,11,1,153,1,1,104.5,0,90
"3101",2018,9,1,92,1,2,104.46,0,25
"3102",2018,8,1,41,1,16,104.0725,22.5,45
"3103",2021,3,1,423,1,6,103.568,0,0
"3104",2021,8,1,24,10,2,103.5155,120,66
"3105",2021,11,1,95,1,6,103.5,0,103.5
"3106",2019,12,1,238,1,6,103.5,0,0
"3107",2021,3,1,68,1,7,103.49,0,511
"3108",2019,1,1,238,1,6,103.38,0,0
"3109",2021,10,1,5,7,4,103.375,90,180
"3110",2021,9,1,68,1,1,103.2885,0,22
"3111",2019,11,1,3,3,2,103.15,75,100
"3112",2019,11,1,24,3,2,103.09,160,61.32
"3113",2018,10,1,3,3,2,103.02,100,100
"3114",2022,2,1,198,1,20,103,0,0
"3115",2018,11,1,3,3,2,102.94,100,150
"3116",2019,8,1,3,3,2,102.9,145,145
"3117",2019,5,1,79,1,8,102.6675,0,225
"3118",2019,6,1,34,1,20,102.5575,22.5,22.5
"3119",2019,12,1,41,1,11,102.516,345,435
"3120",2021,3,1,139,4,1,102.5,0,0
"3121",2021,9,1,5,7,4,102.5,110,110
"3122",2018,5,1,60,1,1,102.4575,45,45
"3123",2018,5,1,3,3,2,102.41,115,100
"3124",2019,6,1,205,1,7,102.28,0,0
"3125",2020,2,1,34,1,20,102.245,0,0
"3126",2019,2,1,16,1,1,102.17,0,0
"3127",2019,9,1,242,1,1,102.1675,140,120
"3128",2018,9,1,154,1,7,102.14,0,0
"3129",2019,7,1,16,1,1,101.965,0,94
"3130",2019,4,1,182,1,1,101.805,10,90
"3131",2019,8,1,24,10,2,101.4325,241.5,224.5
"3132",2018,1,1,41,1,3,101.2425,0,0
"3133",2018,3,1,54,1,6,101.22,0,100
"3134",2021,12,1,198,1,20,101,0,40
"3135",2021,9,1,242,1,1,100.96,40,65
"3136",2018,1,1,107,1,6,100.92,0,0
"3137",2019,5,1,16,1,1,100.8325,20,120
"3138",2018,7,1,41,1,1,100.59,22.5,40
"3139",2020,10,1,232,2,2,100.5325,101.5,72.5
"3140",2020,6,1,197,1,1,100.5,0,180
"3141",2018,1,1,223,2,2,100,0,0
"3142",2018,1,1,211,1,1,100,0,0
"3143",2019,1,1,223,2,2,100,0,0
"3144",2019,1,1,134,2,3,100,0,0
"3145",2020,1,1,282,1,6,100,0,0
"3146",2021,1,1,134,2,3,100,0,0
"3147",2022,1,1,305,1,19,100,0,0
"3148",2018,2,1,161,1,1,100,0,0
"3149",2018,2,1,3,3,2,100,0,0
"3150",2020,2,1,282,1,6,100,0,0
"3151",2021,2,1,3,3,2,100,0,0
"3152",2021,2,1,5,7,4,100,0,0
"3153",2021,2,1,134,2,3,100,0,0
"3154",2022,2,1,88,1,7,100,0,0
"3155",2018,3,1,3,3,2,100,0,100
"3156",2018,4,1,282,1,6,100,100,100
"3157",2021,4,1,161,1,1,100,100,100
"3158",2021,4,1,14,1,11,100,0,0
"3159",2019,5,1,160,1,7,100,0,0
"3160",2020,5,1,51,1,6,100,0,0
"3161",2021,5,1,282,1,6,100,100,100
"3162",2021,5,1,161,1,1,100,0,100
"3163",2021,5,1,154,1,7,100,100,100
"3164",2018,6,1,169,1,7,100,0,0
"3165",2018,6,1,197,1,1,100,0,20
"3166",2019,6,1,510,1,6,100,0,0
"3167",2021,6,1,154,1,7,100,100,100
"3168",2018,7,1,282,1,6,100,100,100
"3169",2018,7,1,118,1,7,100,0,0
"3170",2019,7,1,162,1,16,100,0,0
"3171",2019,7,1,357,1,7,100,0,0
"3172",2021,7,1,122,1,1,100,0,0
"3173",2018,8,1,5,7,4,100,200,100
"3174",2021,9,1,97,1,19,100,100,100
"3175",2021,9,1,95,1,6,100,100,100
"3176",2019,10,1,113,2,7,100,0,0
"3177",2020,10,1,135,1,6,100,0,100
"3178",2020,11,1,133,1,7,100,0,0
"3179",2020,12,1,133,1,7,100,0,0
"3180",2020,1,1,34,1,20,99.825,0,0
"3181",2019,3,1,198,1,20,99.78,0,105
"3182",2018,2,1,54,1,6,99.62,0,0
"3183",2018,8,1,161,1,1,99.53,0,40
"3184",2018,6,1,257,1,1,99.485,0,200
"3185",2018,10,1,161,1,1,99.379,0,0
"3186",2021,3,1,74,1,7,99,0,132.276
"3187",2018,12,1,1,7,1,98.9075,0,240
"3188",2019,9,1,1,7,1,98.7725,0,0
"3189",2020,2,1,2,8,2,98.6395,0,0
"3190",2019,6,1,95,1,6,98.6125,0,0
"3191",2020,10,1,282,1,6,98.1575,100,100
"3192",2021,7,1,24,10,2,98.1525,121.5,151.5
"3193",2020,2,1,167,1,7,98.13,0,0
"3194",2018,9,1,41,1,11,98.107,0,25
"3195",2019,9,1,2,8,2,98.1,230,267.2875
"3196",2021,12,1,14,1,1,98.005,0,48
"3197",2018,11,1,105,1,1,97.9,0,62.5
"3198",2019,7,1,74,1,2,97.66,27.5,66
"3199",2021,1,1,93,1,1,97.58,0,0
"3200",2019,8,1,357,1,7,97.5,0,0
"3201",2018,9,1,41,1,8,97.5,0,115
"3202",2021,4,1,132,1,4,97.08,0,0
"3203",2020,1,1,87,1,7,97.07,0,0
"3204",2020,2,1,36,1,1,97.01,0,0
"3205",2020,6,1,13,1,6,96.92,0,80
"3206",2018,7,1,270,1,1,96.805,0,0
"3207",2020,4,1,113,1,7,96.62,22.5,62.5
"3208",2019,1,1,30,1,7,96.41,0,0
"3209",2020,1,1,169,1,18,96.3,0,0
"3210",2019,5,1,34,1,20,96.2225,0,22.5
"3211",2021,1,1,86,1,6,96.134,0,0
"3212",2022,2,1,14,1,11,96,0,0
"3213",2018,5,1,339,1,7,96,0,96
"3214",2019,8,1,385,1,1,96,0,96
"3215",2019,11,1,95,1,11,96,0,0
"3216",2020,6,1,198,1,20,95.924,22.5,40
"3217",2021,10,1,3,3,2,95.84,0,0
"3218",2020,5,1,245,1,1,95.838,0,0
"3219",2019,4,1,122,1,1,95.69,0,22.5
"3220",2021,10,1,161,1,1,95.3425,0,0
"3221",2018,5,1,74,1,7,95.32,107,107
"3222",2019,6,1,116,7,1,95.106,0,0
"3223",2020,3,1,233,1,1,95,0,0
"3224",2018,10,1,235,1,1,95,0,0
"3225",2019,10,1,106,1,1,95,0,0
"3226",2019,11,1,106,1,1,95,0,0
"3227",2021,11,1,24,3,2,95,20,40
"3228",2020,7,1,170,2,2,94.9415,7,103.7265
"3229",2019,11,1,24,10,2,94.695,170.5,165.75
"3230",2018,10,1,86,1,6,94.66,0,0
"3231",2021,2,1,232,2,2,94.555,0,0
"3232",2018,3,1,118,1,7,94.5,0,0
"3233",2019,12,1,160,1,7,94.5,0,0
"3234",2020,3,1,41,1,8,94.445,0,0
"3235",2019,10,1,116,7,1,94.0365,0,24.5
"3236",2019,7,1,413,1,1,94,0,100
"3237",2020,9,1,300,1,7,94,0,94
"3238",2019,10,1,123,1,1,94,0,0
"3239",2020,12,1,24,10,2,93.98,73.5,53
"3240",2020,7,1,198,1,20,93.96,65,20
"3241",2019,7,1,36,1,1,93.77,0,0
"3242",2020,11,1,283,1,1,93.73,0,93.73
"3243",2021,11,1,24,10,2,93.5675,150,100.5
"3244",2020,1,1,170,2,2,93.5325,0,0
"3245",2019,11,1,74,1,2,93.46,121.161,154.138
"3246",2019,8,1,413,1,1,93.4475,0,0
"3247",2018,4,1,34,1,4,93.1725,707,365
"3248",2019,3,1,8,1,1,93.11,0,0
"3249",2020,1,1,169,1,7,93,0,0
"3250",2018,4,1,193,1,1,93,0,0
"3251",2020,7,1,349,1,1,92.935,0,0
"3252",2018,11,1,74,1,2,92.925,0,0
"3253",2020,11,1,414,1,11,92.62,0,0
"3254",2020,6,1,237,1,1,92.5,0,0
"3255",2018,5,1,223,2,2,92,91.5,87.5
"3256",2020,9,1,414,1,11,91.91,0,0
"3257",2020,7,1,116,7,1,91.869,20,20
"3258",2021,2,1,193,1,1,91.7965,0,0
"3259",2018,12,1,74,1,2,91.735,66.138,0
"3260",2020,5,1,41,1,11,91.663,135,135
"3261",2021,4,1,237,1,1,91.53,0,0
"3262",2019,4,1,375,1,7,91.5,0,72
"3263",2019,6,1,334,1,7,91.5,0,0
"3264",2021,2,1,46,1,1,91.465,0,0
"3265",2019,1,1,5,7,4,91.218,0,0
"3266",2019,5,1,179,1,1,91.2,0,0
"3267",2018,8,1,223,2,2,91.185,132.5,96
"3268",2021,6,1,68,1,1,91.17,0,0
"3269",2020,6,1,34,1,16,91.07,0,0
"3270",2021,12,1,25,1,1,91.035,0,0
"3271",2020,1,1,416,1,1,91,0,0
"3272",2019,10,1,16,1,1,90.9875,0,140
"3273",2021,1,1,68,1,7,90.9,0,0
"3274",2019,12,1,60,1,1,90.72,250,250
"3275",2020,1,1,54,1,6,90.69,0,0
"3276",2018,2,1,86,1,6,90.69,0,0
"3277",2022,1,1,198,1,20,90.65,0,0
"3278",2021,2,1,14,1,1,90.63,0,0
"3279",2021,7,1,14,1,6,90.5,0,0
"3280",2019,3,1,343,2,2,90.4775,0,67.5
"3281",2018,4,1,5,7,4,90.37,0,400
"3282",2020,8,1,461,1,7,90.11,0,0
"3283",2018,10,1,423,1,6,90.06,0,45
"3284",2021,8,1,132,1,1,90.0015,0,0
"3285",2018,1,1,1010,1,1,90,0,0
"3286",2018,1,1,343,2,2,90,0,0
"3287",2018,1,1,2,7,2,90,0,0
"3288",2018,1,1,245,1,1,90,0,0
"3289",2019,1,1,163,1,1,90,0,0
"3290",2020,1,1,233,1,1,90,0,0
"3291",2020,1,1,193,1,1,90,0,0
"3292",2020,1,1,25,1,1,90,0,0
"3293",2019,2,1,163,1,1,90,0,0
"3294",2021,2,1,233,1,1,90,0,0
"3295",2021,2,1,302,1,7,90,0,0
"3296",2022,2,1,8,2,1,90,0,0
"3297",2022,2,1,132,1,1,90,0,0
"3298",2022,2,1,439,1,2,90,0,0
"3299",2018,3,1,1009,12,1,90,0,90
"3300",2020,3,1,88,1,1,90,0,80
"3301",2021,3,1,99,1,1,90,0,90
"3302",2021,3,1,132,1,4,90,0,0
"3303",2018,4,1,141,1,1,90,0,0
"3304",2018,4,1,223,2,2,90,85.5,85.5
"3305",2019,4,1,8,1,1,90,0,0
"3306",2019,4,1,97,1,19,90,0,0
"3307",2019,4,1,102,1,1,90,0,0
"3308",2021,4,1,99,1,1,90,90,90
"3309",2021,4,1,300,1,7,90,90,90
"3310",2021,4,1,5,7,4,90,170,120
"3311",2019,5,1,163,1,1,90,0,0
"3312",2019,5,1,416,1,1,90,45,45
"3313",2018,6,1,237,1,1,90,0,0
"3314",2019,6,1,245,1,1,90,0,0
"3315",2020,6,1,233,1,1,90,0,0
"3316",2021,6,1,419,1,1,90,0,0
"3317",2018,7,1,426,1,1,90,0,0
"3318",2019,7,1,102,1,1,90,0,0
"3319",2018,8,1,102,7,1,90,0,45
"3320",2020,8,1,153,1,1,90,0,0
"3321",2020,8,1,97,1,19,90,0,90
"3322",2021,8,1,233,1,1,90,0,90
"3323",2021,8,1,68,1,1,90,0,0
"3324",2021,8,1,193,1,1,90,0,0
"3325",2019,9,1,79,1,8,90,260,260
"3326",2020,9,1,233,1,1,90,0,0
"3327",2021,9,1,102,1,1,90,0,90
"3328",2019,10,1,163,1,1,90,0,0
"3329",2020,10,1,38,1,1,90,0,0
"3330",2020,10,1,122,1,1,90,0,0
"3331",2021,10,1,60,1,1,90,415,415
"3332",2019,11,1,221,1,1,90,0,0
"3333",2021,11,1,25,1,1,90,0,0
"3334",2019,12,1,198,1,20,90,90,90
"3335",2020,12,1,234,1,1,90,0,0
"3336",2021,12,1,233,1,1,90,0,0
