"","year","month","plant_ID","customer_ID","market_code","material_type_ID","shipped_tons"
"7925",2017,9,1,80,1,1,202.886
"7926",2017,10,3,272,6,6,202.8825
"7927",2021,11,1,197,1,1,202.86
"7928",2018,8,2,226,2,8,202.856
"7929",2022,1,1,101,7,1,202.81
"7930",2020,9,6,279,19,6,202.664
"7931",2018,7,3,225,20,6,202.66
"7932",2021,12,1,95,6,1,202.6375
"7933",2021,11,6,115,6,6,202.5865
"7934",2020,9,5,280,3,2,202.5825
"7935",2019,11,1,268,1,1,202.4975
"7936",2017,10,7,225,20,2,202.4775
"7937",2020,6,4,149,2,8,202.435
"7938",2022,1,7,33,8,2,202.3575
"7939",2018,8,3,236,2,5,202.335
"7940",2022,1,3,134,3,5,202.2875
"7941",2021,12,7,35,2,2,202.26
"7942",2021,1,6,53,9,6,202.202
"7943",2018,4,2,247,2,2,202.1275
"7944",2021,7,6,74,7,6,202.125
"7945",2018,2,2,247,2,2,202.1225
"7946",2018,10,3,35,2,5,202.1175
"7947",2017,10,7,95,6,3,202.1175
"7948",2017,7,7,158,1,1,202.0525
"7949",2018,11,2,26,2,10,201.895
"7950",2019,9,1,109,7,1,201.88
"7951",2021,4,7,15,12,11,201.8775
"7952",2021,9,3,219,2,6,201.8725
"7953",2017,7,3,164,2,5,201.845
"7954",2021,8,2,194,5,2,201.775
"7955",2018,3,5,235,1,1,201.77
"7956",2021,5,1,46,1,1,201.745
"7957",2018,1,1,2,2,8,201.7385
"7958",2018,6,7,2,2,1,201.7355
"7959",2021,9,1,95,6,1,201.695
"7960",2018,2,7,264,3,8,201.6825
"7961",2021,4,7,267,6,7,201.6
"7962",2021,2,3,35,2,5,201.58
"7963",2020,1,6,63,2,10,201.478
"7964",2017,12,1,116,1,7,201.455
"7965",2022,1,3,159,2,6,201.415
"7966",2018,6,7,239,3,7,201.3175
"7967",2019,7,1,86,6,1,201.3
"7968",2018,4,1,186,4,1,201.2775
"7969",2018,9,2,226,2,8,201.214
"7970",2017,10,3,3,2,5,201.1295
"7971",2021,3,4,195,21,7,201.119
"7972",2020,10,3,219,2,5,201.0775
"7973",2022,1,2,5,4,1,201.0575
"7974",2018,9,1,60,1,1,201.015
"7975",2021,3,1,97,7,1,201
"7976",2019,10,4,206,11,1,200.97
"7977",2018,7,2,247,2,2,200.9625
"7978",2020,4,3,67,2,6,200.94
"7979",2019,6,1,1,1,1,200.92
"7980",2018,8,1,234,1,1,200.9155
"7981",2018,1,3,115,6,8,200.878
"7982",2022,1,2,155,2,8,200.85
"7983",2020,1,3,183,2,5,200.8325
"7984",2020,3,3,183,2,5,200.8225
"7985",2019,10,1,60,1,1,200.79
"7986",2021,10,7,51,6,1,200.78
"7987",2021,7,7,152,6,2,200.765
"7988",2018,1,6,281,2,6,200.722
"7989",2017,6,7,200,6,2,200.655
"7990",2020,6,6,249,2,5,200.539
"7991",2019,12,4,24,2,1,200.52
"7992",2020,9,3,202,6,6,200.485
"7993",2018,7,6,173,2,6,200.4675
"7994",2020,6,1,238,6,1,200.44
"7995",2019,2,4,195,21,7,200.416
"7996",2019,5,6,97,19,6,200.311
"7997",2019,7,2,194,5,2,200.27
"7998",2018,6,1,166,6,1,200.21
"7999",2019,9,1,232,2,2,200.1895
"8000",2018,5,2,247,2,2,200.17
"8001",2020,12,7,271,22,7,200.17
"8002",2019,8,2,247,2,2,200.16
"8003",2020,7,4,136,1,1,200.16
"8004",2020,2,7,264,3,8,200.0215
"8005",2018,8,4,136,1,1,199.97
"8006",2021,6,1,16,1,1,199.9405
"8007",2018,4,7,19,6,7,199.9355
"8008",2020,1,2,15,12,11,199.89
"8009",2019,10,1,171,1,1,199.84
"8010",2021,5,1,282,6,1,199.795
"8011",2018,8,2,67,2,2,199.7875
"8012",2018,10,2,226,2,8,199.7465
"8013",2017,11,2,146,10,2,199.6195
"8014",2019,3,2,155,2,8,199.6175
"8015",2020,2,1,1,1,7,199.609
"8016",2021,1,7,51,6,7,199.58
"8017",2017,6,2,67,2,2,199.565
"8018",2018,4,5,203,16,10,199.5525
"8019",2020,11,6,126,2,5,199.52
"8020",2021,2,7,33,2,2,199.515
"8021",2021,6,7,184,6,7,199.4925
"8022",2021,9,3,70,10,5,199.4875
"8023",2018,4,1,80,1,1,199.46
"8024",2018,2,1,2,2,8,199.4395
"8025",2021,11,1,234,1,1,199.405
"8026",2019,5,3,219,2,5,199.3925
"8027",2019,1,2,247,2,2,199.3925
"8028",2018,1,1,122,1,1,199.375
"8029",2020,3,1,109,7,1,199.32
"8030",2021,11,2,224,11,8,199.3005
"8031",2020,10,3,157,2,5,199.29
"8032",2017,7,1,163,1,1,199.29
"8033",2021,4,5,82,6,2,199.235
"8034",2021,3,6,88,7,5,199.23
"8035",2020,5,7,16,1,3,199.23
"8036",2018,2,1,166,6,1,199.2
"8037",2018,4,7,24,2,10,199.18
"8038",2019,6,4,195,21,10,199.1595
"8039",2017,7,2,149,2,8,199.1295
"8040",2021,4,6,113,7,5,199.11
"8041",2019,6,1,154,7,1,199.08
"8042",2021,2,7,24,2,10,199.065
"8043",2019,7,1,234,1,1,199.047
"8044",2021,8,3,183,2,5,198.9925
"8045",2020,11,1,107,6,1,198.9855
"8046",2021,1,7,253,20,2,198.9175
"8047",2021,10,6,143,2,6,198.8595
"8048",2020,7,1,16,1,1,198.8575
"8049",2018,4,4,198,5,1,198.8575
"8050",2020,3,4,136,1,1,198.82
"8051",2022,1,1,123,1,1,198.79
"8052",2019,7,4,89,2,10,198.7575
"8053",2020,3,2,226,2,2,198.73
"8054",2018,5,1,79,8,1,198.715
"8055",2021,8,7,92,2,2,198.66
"8056",2020,10,5,117,1,1,198.6125
"8057",2021,6,1,80,1,1,198.6
"8058",2021,3,7,271,22,7,198.57
"8059",2018,7,7,24,2,10,198.525
"8060",2019,6,7,200,6,2,198.525
"8061",2021,5,1,41,11,1,198.52
"8062",2018,11,2,226,2,8,198.4935
"8063",2019,10,7,16,1,3,198.4875
"8064",2019,7,6,126,2,5,198.47
"8065",2020,12,3,70,10,5,198.4025
"8066",2020,8,1,122,1,1,198.4025
"8067",2018,4,1,161,1,1,198.385
"8068",2018,3,7,45,6,1,198.374
"8069",2019,1,4,195,21,10,198.367
"8070",2017,6,2,146,10,2,198.2875
"8071",2021,6,1,141,1,1,198.285
"8072",2017,7,7,264,3,8,198.285
"8073",2021,9,2,220,6,2,198.255
"8074",2019,6,7,191,6,2,198.23
"8075",2020,9,7,24,2,10,198.2275
"8076",2017,6,3,217,2,5,198.2
"8077",2020,3,4,3,2,1,198.0675
"8078",2018,9,3,35,2,5,198.0325
"8079",2020,10,1,132,1,1,198.02
"8080",2018,11,3,225,20,6,197.9475
"8081",2018,4,7,35,2,2,197.9445
"8082",2017,9,7,210,2,1,197.94
"8083",2020,5,3,183,2,5,197.915
"8084",2021,5,10,89,2,10,197.89
"8085",2017,7,7,24,2,10,197.8675
"8086",2017,9,7,16,1,3,197.8025
"8087",2019,2,1,232,2,2,197.794
"8088",2021,5,1,166,6,1,197.7825
"8089",2019,11,4,136,1,1,197.76
"8090",2020,11,7,191,6,2,197.71
"8091",2017,11,7,149,2,8,197.7
"8092",2020,12,3,219,2,5,197.6925
"8093",2018,2,1,107,6,1,197.69
"8094",2018,11,1,153,1,1,197.685
"8095",2019,4,3,183,2,5,197.6475
"8096",2018,4,7,77,12,11,197.6455
"8097",2017,7,1,214,1,1,197.645
"8098",2018,10,5,2,2,1,197.5975
"8099",2018,9,7,191,6,2,197.555
"8100",2019,5,3,94,6,10,197.5215
"8101",2021,11,3,35,2,5,197.5075
"8102",2019,12,1,123,1,1,197.5
"8103",2021,11,6,143,2,6,197.477
"8104",2019,12,4,136,1,1,197.43
"8105",2018,6,5,203,16,10,197.4055
"8106",2020,1,2,229,2,2,197.3725
"8107",2017,6,1,122,1,1,197.295
"8108",2018,2,1,79,8,1,197.2925
"8109",2019,12,7,151,10,7,197.262
"8110",2020,4,2,85,3,8,197.2305
"8111",2021,2,6,63,2,6,197.1095
"8112",2018,10,7,187,20,2,197.093
"8113",2019,5,4,149,2,8,197.08
"8114",2019,1,3,202,6,6,197.0725
"8115",2022,1,1,78,6,1,196.99
"8116",2018,1,7,200,6,2,196.9725
"8117",2018,5,7,269,22,7,196.96
"8118",2018,3,6,159,2,6,196.8535
"8119",2018,3,2,220,6,2,196.8375
"8120",2018,8,1,97,7,1,196.8
"8121",2018,5,2,130,6,2,196.7525
"8122",2021,4,2,194,5,2,196.75
"8123",2018,3,4,109,7,1,196.673
"8124",2018,11,4,149,2,8,196.6675
"8125",2018,11,4,23,7,2,196.64
"8126",2019,3,1,74,2,10,196.625
"8127",2020,3,6,138,2,5,196.61
"8128",2019,2,7,246,6,7,196.6075
"8129",2021,6,6,126,2,5,196.585
"8130",2021,8,5,128,1,2,196.505
"8131",2017,8,3,130,2,5,196.4675
"8132",2019,4,7,151,10,7,196.4425
"8133",2021,8,7,208,6,8,196.4415
"8134",2017,7,3,217,2,5,196.3525
"8135",2022,1,6,53,9,6,196.294
"8136",2020,11,4,105,1,2,196.25
"8137",2021,4,1,15,12,11,196.225
"8138",2019,1,1,122,1,1,196.1925
"8139",2019,5,2,105,1,2,196.19
"8140",2018,2,7,45,6,1,196.167
"8141",2017,10,5,2,2,2,196.1175
"8142",2020,2,2,194,5,2,196.05
"8143",2018,3,3,202,6,6,196.0475
"8144",2017,8,5,2,2,1,196.0475
"8145",2020,9,1,63,2,2,196.0025
"8146",2020,9,1,145,1,1,195.98
"8147",2021,7,6,74,7,5,195.935
"8148",2020,1,2,4,3,2,195.9125
"8149",2021,11,4,68,1,1,195.825
"8150",2021,2,3,26,2,2,195.82
"8151",2018,2,2,194,5,2,195.79
"8152",2020,2,1,193,1,1,195.735
"8153",2019,2,1,1,1,1,195.69
"8154",2020,1,1,122,1,1,195.68
"8155",2019,4,6,88,7,5,195.675
"8156",2021,2,4,76,5,3,195.649
"8157",2020,8,2,147,2,2,195.6175
"8158",2020,10,1,5,4,7,195.61
"8159",2022,2,2,26,2,2,195.5825
"8160",2018,3,3,94,6,10,195.5775
"8161",2019,5,1,154,7,1,195.56
"8162",2022,1,4,206,11,1,195.55
"8163",2019,12,5,82,6,2,195.52
"8164",2019,2,7,2,2,1,195.515
"8165",2021,6,7,253,20,2,195.4825
"8166",2019,10,4,136,1,1,195.44
"8167",2018,3,5,82,6,10,195.42
"8168",2021,12,1,13,6,4,195.415
"8169",2018,11,1,197,1,1,195.41
"8170",2020,8,4,3,2,1,195.3755
"8171",2021,7,7,174,6,7,195.355
"8172",2019,3,1,41,3,1,195.33
"8173",2019,9,1,106,7,1,195.32
"8174",2021,11,3,67,2,5,195.3175
"8175",2017,10,7,191,6,2,195.3175
"8176",2020,2,6,126,2,5,195.31
"8177",2021,4,6,138,2,5,195.302
"8178",2017,11,2,30,1,2,195.3
"8179",2021,1,7,170,2,2,195.2725
"8180",2021,7,7,208,6,8,195.21
"8181",2017,10,1,161,1,1,195.19
"8182",2020,9,1,182,1,1,195.185
"8183",2020,7,1,242,1,1,195.1225
"8184",2019,10,7,37,3,2,195.1225
"8185",2019,10,5,142,1,2,195.0625
"8186",2020,11,2,175,5,8,195.058
"8187",2020,3,6,88,7,5,195.03
"8188",2019,1,3,236,2,5,195.0175
"8189",2020,11,1,7,1,1,194.98
"8190",2018,7,7,259,20,2,194.96
"8191",2021,6,3,130,2,5,194.9475
"8192",2018,11,5,2,2,1,194.9375
"8193",2018,7,1,161,1,1,194.895
"8194",2017,8,2,67,2,2,194.84
"8195",2018,10,7,2,2,1,194.799
"8196",2019,5,4,195,21,10,194.705
"8197",2018,10,7,191,6,2,194.695
"8198",2021,5,5,82,6,2,194.6875
"8199",2021,8,6,276,20,6,194.678
"8200",2020,2,4,195,21,10,194.658
"8201",2018,4,6,74,7,6,194.63
"8202",2018,10,7,239,3,7,194.574
"8203",2018,1,4,89,2,10,194.545
"8204",2021,1,2,100,2,2,194.5325
"8205",2018,10,2,196,3,8,194.521
"8206",2018,8,7,259,20,2,194.4925
"8207",2020,3,1,97,19,1,194.49
"8208",2021,12,3,67,2,5,194.46
"8209",2021,12,4,2,2,2,194.44
"8210",2018,1,7,225,20,2,194.41
"8211",2020,8,6,138,2,6,194.337
"8212",2019,8,3,236,2,5,194.325
"8213",2021,2,3,236,2,5,194.3045
"8214",2018,5,5,235,1,1,194.25
"8215",2022,1,1,3,2,10,194.2255
"8216",2021,9,3,219,2,5,194.2225
"8217",2020,9,2,147,2,2,194.2175
"8218",2017,7,7,51,6,7,194.1825
"8219",2019,9,4,195,21,10,194.0965
"8220",2018,10,1,275,7,1,194.09
"8221",2019,3,7,77,12,11,194.089
"8222",2021,7,7,184,6,7,194.075
"8223",2018,3,7,100,2,2,193.965
"8224",2021,11,7,24,2,10,193.9275
"8225",2018,11,1,79,8,1,193.87
"8226",2021,8,5,82,6,2,193.8675
"8227",2020,2,6,138,2,5,193.8635
"8228",2017,6,2,226,2,8,193.8615
"8229",2021,6,3,35,2,5,193.7875
"8230",2021,3,8,94,2,9,193.769
"8231",2017,8,2,207,2,2,193.71
"8232",2017,12,5,82,6,2,193.69
"8233",2021,1,5,128,1,2,193.655
"8234",2018,10,2,26,3,2,193.61
"8235",2017,12,1,228,7,1,193.54
"8236",2021,12,4,3,2,2,193.525
"8237",2021,3,2,114,2,2,193.5125
"8238",2019,5,6,88,7,5,193.5
"8239",2021,6,6,276,20,6,193.473
"8240",2020,9,4,206,11,1,193.47
"8241",2019,9,3,183,2,5,193.4275
"8242",2019,11,3,26,2,2,193.42
"8243",2020,3,6,97,19,6,193.3785
"8244",2021,3,3,35,2,5,193.365
"8245",2019,10,2,77,12,11,193.3275
"8246",2018,3,7,35,2,10,193.3175
"8247",2019,10,5,15,12,11,193.31
"8248",2017,8,2,149,2,8,193.2785
"8249",2019,8,2,4,3,2,193.265
"8250",2018,8,7,144,6,2,193.215
"8251",2019,7,1,268,1,1,193.1
"8252",2018,8,3,202,6,6,192.995
"8253",2019,10,6,138,2,5,192.9925
"8254",2018,10,7,51,6,1,192.98
"8255",2021,7,2,224,11,8,192.8695
"8256",2018,2,1,211,1,1,192.8575
"8257",2020,6,1,283,1,1,192.83
"8258",2020,7,2,147,2,2,192.7625
"8259",2021,2,1,97,1,1,192.715
"8260",2021,9,1,153,1,1,192.7
"8261",2021,4,3,173,2,6,192.6125
"8262",2017,7,6,138,2,5,192.584
"8263",2018,5,6,256,1,5,192.5475
"8264",2018,5,2,77,12,11,192.5075
"8265",2019,12,1,45,6,1,192.4925
"8266",2019,2,7,170,2,2,192.4775
"8267",2017,10,1,2,2,8,192.466
"8268",2021,5,2,204,2,2,192.455
"8269",2017,12,5,142,1,2,192.453
"8270",2017,6,3,215,2,5,192.4375
"8271",2021,8,4,89,2,1,192.415
"8272",2018,10,1,13,6,4,192.37
"8273",2020,2,6,115,6,6,192.3035
"8274",2018,7,7,170,2,2,192.3
"8275",2019,3,7,3,2,2,192.3
"8276",2018,9,6,173,2,6,192.2855
"8277",2020,4,7,19,6,7,192.205
"8278",2017,9,7,225,20,2,192.1925
"8279",2020,6,1,68,7,1,192.11
"8280",2020,10,2,226,2,2,192.0675
"8281",2021,10,4,195,21,10,192.0475
"8282",2019,6,2,130,6,2,191.975
"8283",2022,1,4,68,11,1,191.97
"8284",2021,10,7,284,2,2,191.9675
"8285",2021,10,2,130,2,2,191.94
"8286",2019,1,7,239,3,7,191.905
"8287",2020,6,2,77,12,11,191.88
"8288",2019,12,6,138,2,6,191.8495
"8289",2017,8,3,262,2,5,191.735
"8290",2019,8,1,232,2,2,191.7235
"8291",2017,6,7,191,6,2,191.705
"8292",2017,12,1,197,1,1,191.7
"8293",2020,1,7,285,1,7,191.6975
"8294",2018,3,7,264,3,8,191.6965
"8295",2019,12,2,114,2,2,191.67
"8296",2018,7,1,2,2,8,191.6675
"8297",2022,1,5,82,6,2,191.65
"8298",2018,8,2,207,2,2,191.645
"8299",2018,1,6,97,19,6,191.638
"8300",2020,6,2,175,5,8,191.5965
"8301",2019,1,7,121,15,1,191.577
"8302",2019,8,1,102,1,1,191.57
"8303",2018,11,3,217,2,5,191.525
"8304",2017,12,4,3,2,1,191.492
"8305",2021,8,3,173,6,6,191.4625
"8306",2021,1,5,2,2,1,191.355
"8307",2021,11,3,159,2,6,191.3
"8308",2017,11,1,180,12,11,191.28
"8309",2019,7,2,247,2,2,191.2675
"8310",2021,1,7,70,10,2,191.26
"8311",2017,6,1,166,6,1,191.245
"8312",2018,7,7,225,20,2,191.1625
"8313",2018,7,3,94,6,10,191.0575
"8314",2019,12,4,206,11,1,191.04
"8315",2021,1,2,220,6,2,191.005
"8316",2017,6,7,151,10,7,191
"8317",2021,2,3,219,2,5,190.9975
"8318",2020,2,2,147,2,2,190.99
"8319",2019,3,2,26,2,10,190.9425
"8320",2018,1,12,103,23,12,190.91
"8321",2020,2,2,229,2,2,190.8425
"8322",2018,8,7,258,1,7,190.84
"8323",2021,11,5,2,2,1,190.7975
"8324",2020,12,1,68,7,1,190.76
"8325",2018,9,7,24,2,10,190.7425
"8326",2017,7,5,203,16,10,190.7275
"8327",2020,7,1,5,4,7,190.708
"8328",2018,5,6,249,2,5,190.654
"8329",2019,3,2,4,3,2,190.6525
"8330",2019,3,1,2,2,8,190.613
"8331",2019,4,6,249,2,5,190.606
"8332",2021,7,7,37,3,2,190.5625
"8333",2017,9,2,207,2,2,190.555
"8334",2017,10,5,286,1,1,190.5495
"8335",2019,1,7,45,6,1,190.4705
"8336",2020,4,1,97,7,1,190.46
"8337",2021,12,1,213,17,11,190.4325
"8338",2021,3,5,82,6,2,190.385
"8339",2018,2,4,149,2,8,190.3795
"8340",2017,8,3,70,10,5,190.3125
"8341",2019,12,6,126,2,5,190.29
"8342",2019,6,1,24,2,10,190.2325
"8343",2017,7,7,225,20,2,190.165
"8344",2019,4,2,50,3,2,190.13
"8345",2021,2,6,63,2,2,189.885
"8346",2019,8,7,92,2,2,189.847
"8347",2018,7,7,258,1,7,189.845
"8348",2018,8,7,100,2,2,189.76
"8349",2020,2,2,4,3,2,189.6925
"8350",2018,12,4,195,21,7,189.6785
"8351",2018,4,3,44,2,5,189.6075
"8352",2018,10,7,47,8,1,189.6
"8353",2021,3,2,204,2,2,189.565
"8354",2020,3,6,287,7,5,189.56
"8355",2021,5,3,183,2,5,189.5325
"8356",2021,11,6,173,2,6,189.5285
"8357",2019,8,3,35,2,5,189.5125
"8358",2021,9,3,173,2,6,189.497
"8359",2018,10,1,2,2,8,189.4805
"8360",2020,8,6,249,2,5,189.467
"8361",2020,7,1,90,1,1,189.45
"8362",2019,11,3,157,2,5,189.415
"8363",2018,3,5,128,1,2,189.385
"8364",2018,7,1,97,7,1,189.26
"8365",2017,10,7,29,6,2,189.2485
"8366",2018,8,7,24,2,10,189.225
"8367",2019,2,5,82,6,2,189.1575
"8368",2018,4,1,180,12,11,189.15
"8369",2020,8,3,130,2,5,189.135
"8370",2017,8,7,288,2,2,189.12
"8371",2018,11,3,164,2,5,189.0975
"8372",2017,8,7,95,6,3,189.095
"8373",2018,9,2,26,2,10,189.0825
"8374",2020,10,1,24,2,10,189.0255
"8375",2017,6,7,29,6,8,189.025
"8376",2019,9,1,5,4,7,189.024
"8377",2017,11,3,130,2,5,188.9975
"8378",2018,7,7,127,6,2,188.88
"8379",2019,1,2,226,2,8,188.8695
"8380",2020,2,1,116,1,7,188.8215
"8381",2019,3,2,67,2,2,188.735
"8382",2018,6,2,196,3,8,188.7185
"8383",2017,8,1,214,1,1,188.715
"8384",2020,11,2,216,7,2,188.715
"8385",2018,8,3,225,20,6,188.669
"8386",2021,12,7,289,6,2,188.6625
"8387",2017,8,2,114,2,4,188.6225
"8388",2017,6,3,159,2,6,188.61
"8389",2020,1,7,1,1,2,188.57
"8390",2021,7,3,236,2,5,188.5425
"8391",2017,9,5,2,2,2,188.515
"8392",2019,10,7,271,22,7,188.48703
"8393",2021,12,4,195,21,10,188.335
"8394",2020,12,2,226,2,2,188.3025
"8395",2020,4,1,283,1,1,188.3
"8396",2019,5,1,122,1,1,188.25
"8397",2018,7,3,70,10,5,188.225
"8398",2021,5,1,139,1,4,188.185
"8399",2020,2,1,206,11,10,188.14
"8400",2021,4,1,16,1,1,188.1395
"8401",2017,9,2,26,2,10,188.12
"8402",2021,2,4,73,7,1,188.115
"8403",2018,5,7,240,20,8,188.083
"8404",2018,3,6,173,2,6,188.064
"8405",2019,8,6,138,2,6,188.0405
"8406",2018,1,6,35,2,5,187.9925
"8407",2018,4,2,130,6,2,187.9725
"8408",2020,1,4,136,1,1,187.97
"8409",2019,4,1,25,1,1,187.935
"8410",2017,9,7,151,10,7,187.915
"8411",2021,4,6,159,2,6,187.893
"8412",2022,1,4,195,21,10,187.8925
"8413",2018,2,1,54,6,1,187.88
"8414",2020,9,7,39,1,2,187.8775
"8415",2018,11,7,77,12,11,187.846
"8416",2018,3,1,25,1,1,187.83
"8417",2019,9,7,181,1,2,187.8225
"8418",2020,4,1,18,1,1,187.785
"8419",2019,3,4,195,21,10,187.7795
"8420",2020,4,1,88,1,1,187.77
"8421",2018,7,7,144,6,2,187.735
"8422",2020,3,3,219,2,5,187.67
"8423",2019,12,3,35,2,5,187.6425
"8424",2019,7,7,52,10,2,187.625
"8425",2018,8,7,225,20,2,187.6175
"8426",2019,5,7,3,2,2,187.6075
"8427",2021,10,3,67,2,6,187.6025
"8428",2019,4,4,195,21,10,187.549
"8429",2018,8,7,124,6,7,187.525
"8430",2021,4,6,63,2,6,187.5085
"8431",2020,1,3,35,2,5,187.5
"8432",2021,3,10,89,2,10,187.48
"8433",2021,3,7,35,2,10,187.43
"8434",2022,1,1,238,6,1,187.425
"8435",2018,6,1,99,1,1,187.4
"8436",2018,10,1,242,1,1,187.3575
"8437",2021,4,7,271,22,7,187.345
"8438",2019,9,6,97,19,6,187.34
"8439",2021,6,7,35,2,2,187.3225
"8440",2020,10,4,102,1,1,187.32
"8441",2020,12,3,173,6,6,187.29
"8442",2019,11,4,195,21,10,187.2705
"8443",2017,10,5,142,1,2,187.2305
"8444",2018,9,1,102,1,1,187.2
"8445",2019,4,2,130,2,2,187.2
"8446",2020,2,4,195,21,7,187.177
"8447",2021,10,3,157,2,5,187.1675
"8448",2019,9,7,24,2,10,187.1175
"8449",2021,10,7,140,6,2,187.08
"8450",2019,2,2,220,6,2,187.065
"8451",2021,4,3,290,2,5,186.98
"8452",2021,8,3,202,6,6,186.97
"8453",2020,9,2,188,5,8,186.9365
"8454",2017,8,7,189,6,2,186.905
"8455",2018,10,1,97,7,1,186.86
"8456",2021,10,2,57,3,2,186.83
"8457",2018,7,7,191,6,2,186.7875
"8458",2018,11,6,74,7,6,186.76
"8459",2018,1,5,2,2,1,186.7525
"8460",2019,7,1,153,1,1,186.75
"8461",2019,12,7,33,2,2,186.745
"8462",2021,2,5,82,6,2,186.6825
"8463",2020,6,7,19,6,1,186.625
"8464",2021,10,3,115,6,10,186.6175
"8465",2022,2,1,46,1,1,186.6105
"8466",2020,3,1,30,1,1,186.61
"8467",2021,8,1,74,6,1,186.61
"8468",2017,10,4,11,1,1,186.6095
"8469",2017,12,4,89,2,10,186.57
"8470",2017,6,4,89,2,10,186.545
"8471",2021,12,3,70,10,5,186.5285
"8472",2020,3,2,196,3,8,186.4875
"8473",2020,12,1,182,1,1,186.45
"8474",2020,2,6,287,7,5,186.434
"8475",2019,6,1,133,7,1,186.43
"8476",2019,10,2,114,2,2,186.4275
"8477",2019,8,7,37,3,2,186.3375
"8478",2019,10,2,24,2,10,186.285
"8479",2019,9,4,195,21,7,186.2655
"8480",2018,7,2,149,2,8,186.261
"8481",2017,7,2,226,2,8,186.1475
"8482",2018,8,1,2,2,8,186.1365
"8483",2019,11,1,47,8,1,186.05
"8484",2018,3,1,153,1,1,186.045
"8485",2019,4,7,140,6,7,185.9945
"8486",2019,10,1,238,6,1,185.99
"8487",2021,7,7,240,5,8,185.9835
"8488",2019,9,7,264,3,8,185.974
"8489",2019,7,3,219,2,5,185.9475
"8490",2020,2,4,149,2,8,185.94
"8491",2021,6,2,196,3,8,185.9375
"8492",2020,11,7,240,5,8,185.9305
"8493",2017,10,7,108,16,1,185.89
"8494",2019,3,7,191,6,2,185.84
"8495",2018,3,3,225,20,6,185.78
"8496",2017,11,2,130,6,2,185.78
"8497",2018,8,5,128,1,2,185.7625
"8498",2019,8,1,268,1,1,185.76
"8499",2020,10,7,216,7,2,185.68
"8500",2021,12,1,74,6,1,185.635
"8501",2020,4,1,123,1,1,185.595
"8502",2019,10,7,47,8,1,185.545
"8503",2020,7,1,13,6,1,185.54
"8504",2019,9,2,24,2,10,185.5125
"8505",2021,11,3,219,2,5,185.4825
"8506",2019,1,2,30,1,3,185.35
"8507",2019,10,1,232,2,2,185.336
"8508",2021,10,7,51,6,7,185.2625
"8509",2018,5,7,2,2,1,185.2475
"8510",2021,6,2,220,6,2,185.2075
"8511",2019,4,1,54,6,1,185.17
"8512",2018,7,5,2,2,1,185.1675
"8513",2018,9,1,185,1,1,185.155
"8514",2020,12,1,154,7,1,185.12
"8515",2018,2,7,170,2,2,185.115
"8516",2018,9,1,16,1,1,185.1
"8517",2021,1,3,236,2,5,185.0975
"8518",2019,3,2,247,2,2,185.085
"8519",2017,9,1,237,1,1,185.06
"8520",2017,11,2,114,2,4,185.0375
"8521",2020,5,2,66,2,2,185
"8522",2017,8,7,29,6,2,184.925
"8523",2022,1,5,2,2,1,184.9175
"8524",2020,9,1,116,1,7,184.894
"8525",2019,6,3,94,6,10,184.8865
"8526",2019,7,1,242,1,1,184.8625
"8527",2019,10,6,74,7,6,184.84
"8528",2021,2,3,202,6,6,184.835
"8529",2019,4,7,191,6,2,184.82
"8530",2020,12,1,86,6,1,184.76
"8531",2019,3,6,291,2,10,184.645
"8532",2018,11,7,210,2,1,184.515
"8533",2021,5,2,226,2,2,184.4975
"8534",2019,7,1,97,7,1,184.48
"8535",2020,6,1,34,4,1,184.4625
"8536",2020,3,2,100,2,2,184.44
"8537",2019,4,7,37,3,2,184.4325
"8538",2017,10,1,123,1,1,184.4
"8539",2019,8,7,19,6,1,184.39
"8540",2017,11,1,123,1,1,184.355
"8541",2018,10,5,128,1,2,184.34
"8542",2017,8,2,83,1,2,184.2875
"8543",2019,9,3,94,6,10,184.2825
"8544",2018,6,1,86,6,1,184.24
"8545",2019,6,2,130,2,2,184.11
"8546",2018,11,1,182,1,1,184.06
"8547",2019,8,1,227,4,1,184.04
"8548",2018,11,10,89,2,10,184.02
"8549",2017,7,1,105,1,1,183.9225
"8550",2021,2,7,148,15,7,183.8775
"8551",2021,9,6,249,2,5,183.859
"8552",2017,7,7,200,6,2,183.8375
"8553",2020,11,1,5,4,7,183.83
"8554",2017,12,2,207,2,2,183.8075
"8555",2017,7,2,142,11,8,183.748
"8556",2019,4,7,35,2,10,183.7075
"8557",2019,3,1,34,4,1,183.655
"8558",2018,5,1,180,12,11,183.65
"8559",2021,4,7,2,3,2,183.61
"8560",2017,8,12,103,23,12,183.58
"8561",2018,12,5,82,6,10,183.555
"8562",2021,1,1,5,4,7,183.55
"8563",2021,5,2,15,19,2,183.545
"8564",2021,8,1,25,1,1,183.46
"8565",2020,1,6,97,19,6,183.429
"8566",2019,1,3,183,2,5,183.415
"8567",2020,4,1,12,1,1,183.39
"8568",2020,4,1,135,6,1,183.3825
"8569",2020,3,2,247,2,2,183.365
"8570",2019,6,4,136,1,1,183.275
"8571",2021,3,7,103,6,7,183.2
"8572",2020,5,3,24,2,6,183.18
"8573",2019,5,4,195,21,7,183.0325
"8574",2021,10,5,128,1,2,183.02
"8575",2018,4,7,292,2,2,183.002
"8576",2019,3,2,196,3,8,182.9695
"8577",2022,1,3,236,2,5,182.9525
