"","year","month","plant_ID","customer_ID","market_code","material_type_ID","available_tons"
"5483",2021,5,7,19,6,7,0
"5484",2021,7,1,19,6,1,317.9205
"5485",2020,8,7,19,6,1,20.32
"5486",2020,10,7,19,6,1,7.37
"5487",2021,11,1,19,6,1,89.51
"5488",2022,2,3,565,24,5,0
"5489",2020,6,3,100,2,5,25.5725
"5490",2020,5,3,100,2,5,25.5725
"5491",2022,2,3,100,2,5,2.385
"5492",2021,7,3,100,2,10,5.3725
"5493",2021,3,2,100,17,12,47.265
"5494",2021,11,2,100,17,12,26.0345
"5495",2022,2,2,100,17,12,53.404
"5496",2020,10,3,100,17,12,27.4956215
"5497",2021,8,2,100,2,2,8.47
"5498",2021,11,2,100,2,2,8.47
"5499",2021,4,2,100,2,2,2.83
"5500",2020,3,2,100,2,2,22.7675
"5501",2021,2,2,100,2,2,22.0575
"5502",2021,4,2,288,17,12,84.44
"5503",2021,12,2,288,17,12,171.46
"5504",2022,1,2,288,2,2,0
"5505",2020,6,2,59,17,12,1822.970684
"5506",2021,2,2,59,17,12,1804.719
"5507",2020,3,2,59,17,12,839.393184
"5508",2021,2,2,59,2,2,41.825
"5509",2021,1,7,59,2,2,14.20807905
"5510",2020,4,7,59,2,2,14.20807905
"5511",2020,11,7,59,2,2,14.20807905
"5512",2021,2,2,59,7,2,76.88
"5513",2021,3,2,59,7,2,40.11
"5514",2021,5,2,59,7,2,24.63
"5515",2020,4,2,59,2,2,111.575
"5516",2021,3,2,59,2,2,0
"5517",2021,6,2,59,2,2,252.195
"5518",2020,3,2,59,7,2,77.915
"5519",2021,2,1,59,2,2,10.58
"5520",2021,12,1,59,2,2,2.609739
"5521",2021,9,1,59,2,2,2.609739
"5522",2022,2,1,59,2,2,2.609739
"5523",2020,3,2,91,2,8,12.382
"5524",2020,8,2,91,2,8,15.737
"5525",2021,8,2,91,2,8,24.297
"5526",2020,7,2,91,2,8,1.205
"5527",2020,4,2,91,2,8,12.382
"5528",2021,9,2,91,2,8,41.7695
"5529",2020,11,2,91,7,8,0
"5530",2021,10,2,91,7,8,10.4665
"5531",2021,7,2,91,7,8,6.745
"5532",2021,7,6,91,2,6,101.22925
"5533",2022,1,6,91,2,6,220.9020595
"5534",2021,4,6,91,2,6,75.915
"5535",2021,1,6,91,2,6,3.007
"5536",2020,4,3,91,2,5,8.285
"5537",2020,3,3,91,2,5,8.285
"5538",2020,12,3,91,2,5,8.285
"5539",2020,11,6,91,17,12,388.5760552
"5540",2021,1,6,91,17,12,124.568078
"5541",2021,10,6,91,17,12,703.4498196
"5542",2022,1,6,91,17,12,276.0551712
"5543",2020,10,2,91,17,12,166.237725
"5544",2020,7,2,91,17,12,255.579
"5545",2021,5,3,831,2,5,12.775
"5546",2020,6,7,239,17,12,201.385977
"5547",2020,5,7,239,3,7,60.078
"5548",2021,5,7,239,3,7,22.1795
"5549",2021,7,7,239,3,7,22.1795
"5550",2020,9,7,522,6,5,0
"5551",2021,7,7,522,17,12,149.754771
"5552",2021,1,7,522,17,12,91.94865405
"5553",2020,6,7,522,17,12,113.1463852
"5554",2021,12,7,522,17,12,158.4392585
"5555",2021,6,3,522,17,12,1.1504255
"5556",2020,12,7,522,6,2,12.84
"5557",2020,5,7,522,6,2,5.51
"5558",2021,4,7,522,6,2,13.9325
"5559",2020,9,7,522,6,2,6.25
"5560",2021,11,7,522,6,2,0
"5561",2020,8,1,68,17,12,401.7855
"5562",2021,10,1,68,17,12,174.704
"5563",2022,2,1,68,17,12,19.015
"5564",2021,4,1,68,17,12,225.777
"5565",2020,6,1,68,17,12,87.2735
"5566",2020,11,1,68,7,1,40.56
"5567",2021,4,1,68,7,1,55.03
"5568",2021,5,1,68,7,1,68.79
"5569",2021,11,4,68,11,1,361.885
"5570",2021,9,1,68,11,1,0
"5571",2022,2,4,68,8,1,0
"5572",2022,1,3,134,3,5,126.685
"5573",2021,1,3,134,11,5,0
"5574",2021,10,3,134,11,5,0
"5575",2020,4,1,134,17,12,156.495
"5576",2021,2,1,134,17,12,157.1
"5577",2021,12,1,134,17,12,182.43
"5578",2020,4,3,134,17,12,232.8129127
"5579",2020,3,2,134,17,12,93.5525
"5580",2020,11,2,134,2,2,0
"5581",2021,3,2,134,2,2,23.8675
"5582",2020,6,2,134,2,2,40.22
"5583",2020,4,3,134,3,2,0
"5584",2020,8,1,134,3,2,43.8975
"5585",2020,5,1,134,3,2,0
"5586",2021,10,1,134,3,2,43.7375
"5587",2021,4,1,134,3,2,0
"5588",2021,1,3,134,2,2,1.4725
"5589",2020,3,3,134,2,2,1.4725
"5590",2020,11,3,134,2,2,1.4725
"5591",2022,2,9,398,2,8,40.712
"5592",2020,10,13,398,17,12,17.2644945
"5593",2020,8,13,398,17,12,9.1
"5594",2021,12,9,398,17,12,58.155
"5595",2020,12,12,398,18,12,1.765
"5596",2020,4,12,398,18,12,1.765
"5597",2021,2,1,1154,17,12,22.674846
"5598",2021,5,1,1154,17,12,0.574834
"5599",2022,2,15,1154,17,12,0.175098
"5600",2021,7,10,1154,12,11,0.1177356
"5601",2020,5,1,93,1,1,193.79
"5602",2020,12,1,93,1,1,709.864343
"5603",2021,8,1,93,1,1,172.11124
"5604",2021,3,4,93,1,1,22.88
"5605",2020,11,4,93,1,1,0
"5606",2021,1,1,32,17,12,463.1985
"5607",2020,5,1,32,17,12,422.542
"5608",2021,2,1,32,17,12,737.5035
"5609",2021,4,1,32,17,12,423.678
"5610",2021,11,1,32,7,1,319.495
"5611",2021,4,1,32,1,1,21.3
"5612",2021,6,1,32,1,1,13.78
"5613",2021,10,1,32,1,1,13.78
"5614",2020,4,1,197,17,12,177.3265
"5615",2021,10,1,197,17,12,205.959
"5616",2021,12,1,197,17,12,175.325
"5617",2021,8,1,197,17,12,202.67
"5618",2021,3,1,197,1,1,0
"5619",2021,2,1,197,1,1,26.29
"5620",2021,5,1,197,1,1,43.53
"5621",2022,2,15,1155,17,12,0.175098
"5622",2020,3,3,253,2,6,0
"5623",2020,6,7,253,17,12,560.2455
"5624",2020,12,7,253,17,12,406.778
"5625",2020,4,7,253,17,12,340.4535
"5626",2021,5,7,253,17,12,256.0425
"5627",2021,11,7,253,17,12,244.391818
"5628",2021,10,7,253,17,12,254.0277478
"5629",2020,5,5,253,12,11,0
"5630",2021,11,5,253,12,11,0
"5631",2022,2,5,253,12,11,0
"5632",2022,1,5,253,12,11,0
"5633",2022,2,7,253,20,2,24.25
"5634",2020,10,7,253,2,2,10.725
"5635",2020,12,7,253,2,2,13.5125
"5636",2020,9,7,253,2,2,9.2425
"5637",2021,1,7,253,2,2,18.4025
"5638",2020,7,7,253,2,2,16.4575
"5639",2020,7,7,253,20,2,66.65
"5640",2020,11,7,253,20,2,14.8475
"5641",2020,5,7,253,20,2,108.5325
"5642",2021,10,7,253,20,2,50.5925
"5643",2021,11,1,1156,17,12,17.6358655
"5644",2020,12,6,402,10,6,0
"5645",2021,12,2,567,2,10,3.8225
"5646",2020,4,3,304,1,6,38.57
"5647",2020,9,3,304,1,6,12.3575
"5648",2020,4,5,304,1,10,64.3125
"5649",2020,6,5,304,1,10,22.23
"5650",2020,3,5,304,1,10,65.09
"5651",2021,4,3,304,17,12,135.2515
"5652",2020,5,3,304,17,12,33.115
"5653",2020,11,3,304,17,12,20.35
"5654",2020,3,3,304,17,12,66.205
"5655",2021,2,3,304,17,12,21.1
"5656",2022,1,1,413,17,12,24.985
"5657",2020,6,3,499,3,5,22.16
"5658",2021,10,3,499,2,5,0
"5659",2020,7,3,499,17,12,4.4053544
"5660",2021,4,3,499,17,12,12.8885267
"5661",2021,6,1,411,17,12,6.4350975
"5662",2021,7,1,411,17,12,8.569587
"5663",2021,4,1,411,17,12,1.48824
"5664",2021,5,1,411,17,12,0.862251
"5665",2022,2,4,830,17,12,21.375
"5666",2021,8,7,208,6,8,32.5195
"5667",2022,2,7,208,6,8,114.215
"5668",2021,3,7,208,17,12,262.4492615
"5669",2020,6,3,376,17,12,3.9158985
"5670",2020,9,2,376,17,12,39.9062664
"5671",2021,10,2,376,17,12,5.7675456
"5672",2020,8,1,376,17,12,13.4441325
"5673",2021,2,1,376,17,12,16.2087761
"5674",2021,4,3,376,12,11,7.2460345
"5675",2020,11,3,376,12,11,2.61
"5676",2020,3,3,376,12,11,14.119763
"5677",2020,12,2,376,12,11,10.0178375
"5678",2020,8,7,376,12,11,19.96334975
"5679",2020,12,1,376,12,11,20.73603125
"5680",2021,11,7,376,12,11,0.72910575
"5681",2020,9,1,376,12,11,19.1725
"5682",2020,6,1,376,12,11,14.5075
"5683",2022,2,1,376,12,11,4.675
"5684",2022,2,7,376,12,11,1.97
"5685",2020,6,2,192,17,12,144.28
"5686",2020,4,2,192,17,12,144.28
"5687",2020,10,2,192,17,12,24.43
"5688",2020,4,2,192,6,2,90.08
"5689",2021,12,4,663,17,12,41.62
"5690",2021,6,4,663,2,1,0
"5691",2020,7,3,576,2,5,0
"5692",2020,8,3,576,2,5,0
"5693",2021,2,1,1005,26,12,167.95
"5694",2020,4,1,1005,26,12,612.86
"5695",2022,2,1,1005,26,12,73.735
"5696",2021,12,1,1005,17,12,65.2298275
"5697",2020,3,1,1005,26,12,291.31
"5698",2020,4,1,1005,17,12,690.8035
"5699",2021,8,1,1005,17,12,12.421839
"5700",2020,12,1,1005,26,12,4.18166
"5701",2020,7,1,1005,26,12,8.419964
"5702",2020,6,1,1005,26,12,0
"5703",2020,8,1,1005,26,12,4.293282
"5704",2021,7,1,1005,26,12,8.2940144
"5705",2020,6,1,1005,17,1,7.85
"5706",2021,1,1,1005,17,1,84.45822
"5707",2021,5,1,1005,17,2,58.7735
"5708",2020,7,1,38,17,12,309.54
"5709",2020,6,1,38,17,12,176.06
"5710",2020,10,1,38,17,12,474.4155
"5711",2020,11,1,38,17,12,108.5775
"5712",2020,7,1,38,1,1,107.1565
"5713",2021,1,1,38,1,1,187.44
"5714",2020,9,1,38,1,1,42.625
"5715",2020,5,1,38,1,1,63.611
"5716",2021,7,1,38,1,1,0
"5717",2021,12,7,87,17,12,7.234167
"5718",2022,2,1,87,17,12,5.9424832
"5719",2020,5,5,87,17,12,0.10340225
"5720",2022,1,8,87,17,12,0.1272058
"5721",2021,9,2,87,17,12,1.16795175
"5722",2021,7,2,87,12,11,2.688654
"5723",2022,2,4,87,12,11,8.68736
"5724",2021,6,10,87,12,11,0.2354712
"5725",2021,12,3,130,2,6,1.125
"5726",2020,10,3,130,2,6,0
"5727",2020,9,3,130,2,6,9.935
"5728",2021,2,3,130,2,5,103.875
"5729",2020,4,3,130,2,5,111.495
"5730",2020,10,3,130,2,5,99.8975
"5731",2020,6,3,130,3,5,52.455
"5732",2020,12,3,130,3,5,59.9575
"5733",2021,3,3,130,20,5,0
"5734",2022,1,3,130,20,5,0
"5735",2021,5,3,130,6,5,6.7825
"5736",2020,7,3,130,6,5,6.7825
"5737",2021,1,3,130,2,10,19.805
"5738",2022,1,7,130,10,10,0
"5739",2022,2,7,130,10,10,10.125
"5740",2021,12,7,130,2,10,0
"5741",2022,2,7,130,2,10,1.345
"5742",2020,8,8,130,6,9,5.428
"5743",2021,6,8,130,6,9,0
"5744",2020,9,8,130,6,9,5.428
"5745",2021,5,8,130,6,9,0
"5746",2021,8,2,130,17,12,1734.763
"5747",2022,1,2,130,17,12,1107.687
"5748",2020,7,3,130,17,12,385.3972788
"5749",2020,8,3,130,17,12,457.2712549
"5750",2021,9,3,130,17,12,725.10711
"5751",2021,5,7,130,17,12,128.2845
"5752",2020,11,7,130,17,12,96.7045
"5753",2021,8,7,130,17,12,83.6075
"5754",2021,1,8,130,17,12,3.1730556
"5755",2021,8,8,130,17,12,4.8830208
"5756",2022,1,8,130,17,12,5.8125868
"5757",2021,1,2,130,2,2,157.105
"5758",2020,11,2,130,6,2,88.7575
"5759",2020,6,7,130,2,2,30.005
"5760",2020,3,7,130,3,2,3.8075
"5761",2021,8,2,130,2,2,67.9175
"5762",2021,9,2,130,2,2,72.0975
"5763",2021,11,2,130,6,2,47.575
"5764",2020,9,3,130,20,2,7.14
"5765",2021,5,3,130,20,2,7.14
"5766",2021,4,3,130,20,2,7.14
"5767",2020,12,1,8,17,12,3142.7035
"5768",2021,9,1,8,17,12,2776.371
"5769",2020,9,1,8,1,1,1530.95
"5770",2021,2,1,8,1,1,115.78
"5771",2020,5,1,8,1,1,598.05
"5772",2021,7,1,8,1,1,445.02
"5773",2022,2,1,8,1,1,1388.158152
"5774",2021,3,1,8,1,1,64.04
"5775",2020,3,1,8,1,1,143.27
"5776",2020,5,1,449,12,11,2.11784475
"5777",2021,3,7,137,17,12,857.407
"5778",2020,4,7,137,17,12,788.0535
"5779",2021,6,7,137,26,12,85.868
"5780",2020,5,7,137,26,12,60.07654265
"5781",2020,12,7,137,1,1,283.2725
"5782",2021,12,7,137,1,1,104.1725
"5783",2020,5,7,137,1,1,9.13
"5784",2021,11,7,137,1,2,47.3525
"5785",2022,2,7,137,1,2,10.11
"5786",2021,2,6,178,4,5,1.7985
"5787",2020,9,1,178,17,12,68.895
"5788",2021,2,1,178,17,12,132.04
"5789",2021,3,1,178,17,12,41.55
"5790",2021,4,1,178,17,12,18.53
"5791",2020,9,1,178,7,1,0
"5792",2020,9,3,339,7,5,3.025
"5793",2020,3,3,339,7,5,3.025
"5794",2020,8,3,339,7,5,3.025
"5795",2020,4,3,780,1,5,5.91
"5796",2020,4,3,780,17,12,1.1637276
"5797",2020,8,7,144,17,12,2097.946141
"5798",2021,3,7,144,17,12,322.381653
"5799",2021,1,7,144,17,12,538.211143
"5800",2022,1,7,144,6,12,0
"5801",2020,9,2,144,17,12,42.97
"5802",2021,5,2,144,17,12,254.8065
"5803",2021,6,7,144,6,7,3.598415
"5804",2020,12,7,144,6,2,41.9475
"5805",2021,1,7,144,6,2,55.8525
"5806",2020,6,7,144,6,2,208.1225
"5807",2020,6,7,144,24,2,2.075
"5808",2020,11,7,144,3,2,5.895
"5809",2020,9,7,144,24,2,4.1325
"5810",2021,1,7,144,20,2,0
"5811",2021,11,7,144,3,2,8.96162325
"5812",2021,8,7,144,6,2,5.4375
"5813",2021,5,7,144,10,2,2.3575
"5814",2021,3,7,144,3,2,3.5075
"5815",2021,12,3,856,1,5,3.985
"5816",2020,4,1,83,17,12,1043.9275
"5817",2020,3,1,83,17,12,1048.1375
"5818",2020,12,4,83,17,12,95.492
"5819",2021,1,3,83,6,2,0
"5820",2022,2,3,83,6,2,0
"5821",2020,5,7,289,17,12,92.925
"5822",2020,10,7,289,17,12,73.145
"5823",2021,12,7,289,17,12,228.5145
"5824",2021,4,7,289,17,12,81.12
"5825",2020,3,7,289,17,12,29.76
"5826",2021,6,7,289,6,2,6.385
"5827",2020,12,7,289,6,2,2.7825
"5828",2020,8,7,289,6,2,1.4925
"5829",2021,6,7,84,6,8,73.0015
"5830",2020,10,7,84,17,12,505
"5831",2020,12,7,84,17,12,1053.404
"5832",2020,4,7,84,17,12,382.1875
"5833",2021,6,7,84,17,12,1397.107834
"5834",2021,11,7,84,17,12,900.6337257
"5835",2021,7,7,84,17,12,1311.603973
"5836",2021,1,7,748,20,10,12.1225
"5837",2021,3,7,748,20,10,12.1225
"5838",2020,8,7,748,17,12,16.22
"5839",2021,5,10,1164,17,11,0.1177356
"5840",2020,4,3,870,17,12,0.214935
"5841",2020,6,2,88,7,8,5.791
"5842",2020,5,2,88,7,8,6.504
"5843",2020,3,6,88,7,5,19.73
"5844",2020,4,6,88,7,5,43.64
"5845",2021,8,6,88,7,5,20.64
"5846",2021,9,6,88,7,5,0
"5847",2021,8,1,88,17,12,41.88
"5848",2021,9,1,88,17,12,58.7235
"5849",2020,4,1,88,17,12,577.1105
"5850",2020,3,2,88,17,12,0
"5851",2020,8,7,88,17,12,7.301
"5852",2020,8,1,88,17,12,72.225
"5853",2021,5,6,88,17,12,474.2396843
"5854",2021,2,10,88,17,12,9.156
"5855",2020,10,1,88,11,1,12.4
"5856",2021,1,1,88,11,1,12.4
"5857",2021,10,1,88,7,1,0
"5858",2021,8,1,88,7,1,43.05
"5859",2022,2,6,837,17,12,34.867255
"5860",2020,8,2,188,5,8,192.5852203
"5861",2020,9,2,188,5,8,5.6597144
"5862",2020,6,2,188,17,12,827.023
"5863",2020,9,2,188,17,12,273.4624045
"5864",2020,8,2,188,17,12,273.4375955
"5865",2021,11,3,619,2,5,2.3825
"5866",2021,3,4,195,21,8,57.3265
"5867",2020,8,4,195,21,8,102.2375
"5868",2020,10,4,195,21,8,88.019
"5869",2021,5,4,195,21,4,15.823
"5870",2021,10,4,195,21,4,8.053
"5871",2020,10,4,195,21,4,30.253
"5872",2021,11,4,195,21,4,4.135
"5873",2021,11,4,195,21,10,153.635
"5874",2021,5,4,195,21,10,108.9375
"5875",2020,5,4,195,21,12,205.601
"5876",2020,7,4,195,21,12,201.774
"5877",2020,4,4,195,26,12,109.129
"5878",2021,2,4,195,26,12,25.746
"5879",2021,11,4,195,26,12,101.891
"5880",2021,3,4,195,26,12,64.516
"5881",2022,1,4,195,26,12,161.0625
"5882",2021,7,4,195,17,12,270.387
"5883",2020,3,4,195,21,7,237.9172049
"5884",2020,4,4,195,21,7,299.7795
"5885",2021,2,4,195,21,7,234.2435
"5886",2020,12,4,195,21,7,187.1925
"5887",2021,7,4,195,21,7,225.2125
"5888",2021,6,4,195,21,7,272.1805
"5889",2021,11,4,195,21,7,302.025
"5890",2021,9,4,195,21,7,207.9745
"5891",2021,2,3,457,2,5,2.075
"5892",2021,12,3,457,2,5,0
"5893",2022,2,3,457,1,5,8.0425
"5894",2021,4,3,457,17,12,12.828717
"5895",2022,1,3,457,17,12,48.93811345
"5896",2021,3,3,548,1,5,5.6975
"5897",2022,1,3,548,6,5,0
"5898",2020,4,3,548,1,5,4.6425
"5899",2020,9,3,548,1,5,0
"5900",2021,9,7,174,6,12,0
"5901",2020,3,7,174,17,12,103.572722
"5902",2021,8,7,174,17,12,206.7932391
"5903",2020,10,7,174,17,12,148.3618972
"5904",2021,7,7,174,6,7,82.04
"5905",2020,7,7,174,6,7,14.075
"5906",2020,3,7,613,10,10,6.39
"5907",2022,1,7,613,10,10,0
"5908",2021,10,7,613,17,12,25.0445
"5909",2021,2,7,613,17,12,13.1
"5910",2021,12,7,613,17,12,24.1815
"5911",2020,10,3,804,2,10,8.9975
"5912",2020,9,8,804,2,9,3.57
"5913",2021,1,7,1017,17,12,2144.05
"5914",2021,9,7,1017,26,12,21.6
"5915",2021,4,7,1017,17,12,1465.59
"5916",2021,7,7,1017,17,12,1760.701086
"5917",2021,11,7,1017,17,12,905.3715
"5918",2021,3,7,1017,17,12,1884.1505
"5919",2021,12,7,1017,26,12,219.555
"5920",2021,6,7,1017,26,12,12.3125
"5921",2021,2,7,1017,17,12,308.167
"5922",2021,3,7,1017,17,12,144.947
"5923",2021,1,7,1017,17,12,171.1245
"5924",2021,4,7,1017,17,12,223.0675
"5925",2022,2,7,1017,17,12,185.60625
"5926",2022,1,7,1017,17,12,0
"5927",2022,2,7,1017,17,12,0
"5928",2020,3,7,1017,17,12,404.495988
"5929",2022,2,7,1017,17,12,65.6775
"5930",2020,4,7,1017,17,12,117.3803896
"5931",2020,9,7,1017,26,12,101.4375
"5932",2020,10,7,1017,26,12,37.09
"5933",2022,2,7,1017,26,12,10.7045
"5934",2021,11,7,1017,26,12,0
"5935",2021,3,7,1017,26,1,48.34
"5936",2021,4,7,1017,26,1,230.46
"5937",2022,2,7,1017,25,1,0
"5938",2021,10,7,1017,26,1,0
"5939",2020,12,6,136,1,6,0
"5940",2021,1,4,136,17,12,122.095
"5941",2021,4,4,136,1,1,0
"5942",2021,5,6,136,1,1,8.655
"5943",2021,11,6,136,1,1,8.655
"5944",2020,6,4,136,1,1,200.16
"5945",2021,2,6,509,7,5,44.678
"5946",2020,12,6,509,7,5,8.78
"5947",2021,4,6,509,7,5,0
"5948",2020,12,6,509,17,12,46.53
"5949",2022,2,6,509,17,12,16.074993
"5950",2021,1,4,420,1,1,22.513
"5951",2020,3,7,124,17,12,374.9704176
"5952",2020,12,7,124,17,12,12.825783
"5953",2020,3,7,124,6,7,120.104108
"5954",2021,2,7,124,6,7,1.715
"5955",2021,1,7,124,6,7,1.715
"5956",2020,9,7,124,6,2,6.5565
"5957",2021,4,7,124,6,2,5.36525
"5958",2020,5,7,124,6,2,6.5565
"5959",2021,8,7,124,6,2,1.19125
"5960",2021,9,5,1165,12,11,0
"5961",2022,2,8,1193,17,12,0.0636029
"5962",2022,1,8,1193,17,12,0.0636029
"5963",2021,6,10,1193,12,11,0.1177356
"5964",2020,6,2,194,5,8,21.92
"5965",2020,6,2,194,17,12,224.535
"5966",2021,10,2,194,17,12,533.2
"5967",2021,11,2,194,17,12,211.2825
"5968",2021,1,2,194,17,12,520.55
"5969",2020,12,2,194,17,12,542.3
"5970",2020,5,2,194,5,2,24.81
"5971",2021,7,2,194,5,2,6.215
"5972",2020,11,3,430,2,6,5.5975
"5973",2021,2,3,430,2,5,11.55
"5974",2021,4,3,430,2,5,0
"5975",2020,7,3,430,2,5,17.29
"5976",2021,12,3,430,2,5,94.475
"5977",2020,8,7,430,13,10,28.555
"5978",2020,7,7,430,13,10,23.43
"5979",2021,10,7,430,13,10,14.455
"5980",2021,9,7,430,13,10,0
"5981",2021,11,6,430,17,12,202.3985
"5982",2020,8,3,430,17,12,98.669936
"5983",2020,11,3,430,17,12,186.5085277
"5984",2020,3,3,430,17,12,76.3082235
"5985",2021,5,3,430,17,12,195.6238167
"5986",2022,1,3,430,17,12,76.2496615
"5987",2021,5,7,430,17,12,252.149
"5988",2020,8,7,430,17,12,27.8375
"5989",2021,4,7,430,2,2,9.275
"5990",2021,12,7,430,2,2,0
"5991",2021,5,7,430,13,2,11.4725
"5992",2021,2,7,430,13,2,8.27
"5993",2020,7,7,430,13,2,0
"5994",2021,4,3,316,1,6,4.2925
"5995",2021,8,3,316,1,6,4.2925
"5996",2020,9,3,316,17,12,2.73135025
"5997",2021,1,7,269,17,12,218.3164512
"5998",2021,11,7,269,17,12,160.0889891
"5999",2020,10,7,269,17,12,239.3835234
"6000",2022,1,7,269,17,12,106.1734652
"6001",2020,6,7,269,22,7,42.515
"6002",2022,1,7,269,22,7,83.19
"6003",2020,12,13,392,17,12,2.262144
"6004",2020,7,1,392,7,1,0
"6005",2021,10,6,742,10,6,0
"6006",2021,9,6,742,17,12,37.2155
"6007",2022,1,6,742,17,12,14.33
"6008",2021,10,1,838,2,1,0
"6009",2021,5,3,261,2,5,5.925
"6010",2021,6,3,261,2,5,5.365
"6011",2021,3,3,261,2,5,79.171
"6012",2021,9,3,261,2,5,21.435
"6013",2020,3,3,261,17,12,374.397476
"6014",2021,1,3,261,17,12,31.72115025
"6015",2021,3,3,261,17,12,44.7032196
"6016",2020,10,3,261,17,12,152.5312572
"6017",2022,2,15,1192,17,12,0.175098
"6018",2021,8,3,649,17,12,0.31958225
"6019",2022,2,8,1204,17,12,0.0636029
"6020",2020,12,8,768,2,5,4.14
"6021",2022,1,8,768,2,5,0
"6022",2021,4,8,768,2,9,0
"6023",2021,1,8,768,17,12,0.52632645
"6024",2020,10,1,36,17,12,0
"6025",2021,3,1,36,17,12,23.54
"6026",2020,6,1,36,1,1,23.03
"6027",2021,3,3,278,17,12,75.5635
"6028",2020,8,3,278,17,12,18.0575
"6029",2020,11,3,278,17,12,55.7645
"6030",2020,7,3,278,17,12,25.5025
"6031",2021,12,3,278,17,12,21.233
"6032",2021,6,3,278,17,12,168.837
"6033",2021,7,3,278,17,12,64.8665
"6034",2022,2,3,164,2,5,0
"6035",2020,8,3,164,2,5,5.43
"6036",2021,8,3,799,2,5,0
"6037",2021,10,3,799,2,5,0
"6038",2021,6,8,799,15,9,1.246
"6039",2021,2,8,799,15,9,11.226
"6040",2021,7,8,799,15,9,1.246
"6041",2021,10,8,799,15,9,1.246
"6042",2021,12,8,799,15,9,5.104
"6043",2020,4,8,799,15,9,0
"6044",2020,10,8,799,15,9,6.787
"6045",2020,10,8,799,17,12,23.4093908
"6046",2021,5,8,799,17,12,1.69498245
"6047",2021,7,8,799,17,12,3.053694
"6048",2021,10,8,799,17,12,6.23085275
"6049",2022,1,8,799,17,12,6.6918592
"6050",2020,3,6,276,20,6,39.514
"6051",2020,6,6,276,20,6,107.631
"6052",2021,1,6,276,20,6,59.9265
"6053",2021,12,6,276,20,6,6.292
"6054",2022,1,6,276,20,6,21.13
"6055",2021,8,6,276,2,6,0
"6056",2021,10,6,276,2,6,63.675
"6057",2020,3,8,276,17,12,61.7259565
"6058",2020,11,8,276,17,12,46.99423365
"6059",2020,10,8,276,17,12,24.7043099
"6060",2021,8,8,276,17,12,33.9434303
"6061",2020,12,6,276,17,12,466.145592
"6062",2022,1,6,276,17,12,574.7865
"6063",2021,11,6,276,17,12,165.771
"6064",2021,10,6,276,17,12,381.8415
"6065",2020,4,7,352,17,12,4.3129845
"6066",2021,11,7,352,17,12,13.56074755
"6067",2020,10,1,352,17,12,26.7131345
"6068",2020,7,1,352,17,12,2.675211
"6069",2021,8,1,352,17,12,3.9778115
"6070",2021,6,1,352,17,12,2.7132846
"6071",2020,3,7,352,17,11,2.13799625
"6072",2020,8,7,352,17,11,63.60183125
"6073",2021,6,7,352,17,11,0.946572
"6074",2021,9,7,352,17,11,4.8549875
"6075",2022,2,7,352,17,11,9.1333596
"6076",2020,3,6,44,2,6,206.1925
"6077",2021,11,6,44,2,6,437.3115
"6078",2021,7,6,44,2,6,240.098
"6079",2021,2,6,44,2,6,109.072
"6080",2022,2,3,44,2,6,7.695
"6081",2021,12,3,44,2,6,19.04
"6082",2021,3,3,44,2,6,14.335
"6083",2020,8,3,44,2,6,0
"6084",2022,2,3,44,2,5,0
"6085",2021,2,3,44,14,5,12.4275
"6086",2021,12,3,44,14,5,78.455
"6087",2021,4,3,44,14,5,11.145
"6088",2021,9,3,44,14,5,100.28
"6089",2021,8,3,44,14,5,41.11
"6090",2020,5,6,44,17,12,2661.56303
"6091",2021,1,6,44,17,12,1013.587485
"6092",2020,10,6,44,17,12,303.22697
"6093",2021,12,3,44,17,12,76.660326
"6094",2020,4,3,44,17,12,64.5575
"6095",2020,11,6,44,26,12,134.815
"6096",2020,4,6,44,26,12,224.38
"6097",2021,8,6,44,26,12,344.86
"6098",2021,12,6,44,26,12,230.405
"6099",2021,7,6,44,26,12,191.257
"6100",2020,3,3,396,2,5,25.795
"6101",2020,12,3,396,2,5,0
"6102",2021,11,3,396,2,5,44.11
"6103",2020,4,3,396,17,12,31.955
"6104",2021,7,3,396,17,12,85.7
"6105",2022,1,7,152,6,10,8.4025
"6106",2020,8,7,152,6,10,4.7875
"6107",2020,11,7,152,6,7,5.2025
"6108",2020,10,7,152,6,7,7.0525
"6109",2020,8,7,152,6,7,13.87
"6110",2020,9,7,152,6,2,24.8825
"6111",2020,7,7,152,6,2,36.2025
"6112",2020,7,7,418,17,12,89.775
"6113",2022,1,7,418,17,12,39.2075
"6114",2021,9,7,418,17,12,45.325
"6115",2020,6,1,461,17,12,91.913
"6116",2020,7,1,461,17,12,42.7885
"6117",2020,5,1,461,17,12,49.0695
"6118",2020,3,1,461,7,1,0
"6119",2020,8,1,461,7,1,0
"6120",2020,8,7,319,17,12,74.28
"6121",2021,3,7,319,17,12,47.6775
"6122",2020,9,7,319,10,7,5.0375
"6123",2021,6,7,319,10,7,0
"6124",2022,2,7,319,10,7,19.9575
"6125",2021,11,4,319,21,7,0
"6126",2021,3,4,319,21,7,0
"6127",2020,6,3,435,17,12,6.1080945
"6128",2021,12,3,435,17,12,1.827408
"6129",2022,1,3,435,17,12,4.41401575
"6130",2020,5,2,435,17,12,1.72178525
"6131",2020,4,2,435,17,12,2.46721875
"6132",2021,8,1,435,17,12,5.0043435
