"","year","month","plant_ID","customer_ID","market_code","material_type_ID","booked_tons"
"1976",2021,12,7,97,6,7,883.3175
"1977",2020,10,7,29,6,7,883.1279525
"1978",2020,1,6,48,9,6,882.6195
"1979",2022,1,3,55,2,6,882.5762
"1980",2021,1,2,204,2,2,882.3025
"1981",2018,1,3,35,2,6,882.065
"1982",2020,7,4,24,2,1,881.346
"1983",2018,9,1,25,1,1,881.21
"1984",2018,11,3,67,2,6,880.9525
"1985",2018,11,1,11,1,1,880.8
"1986",2020,8,6,88,7,5,880.565
"1987",2019,10,1,105,1,1,880.44
"1988",2018,3,5,69,1,1,879.27
"1989",2020,5,4,23,7,2,879.035
"1990",2018,1,2,24,2,10,877.0680026
"1991",2021,7,6,35,2,6,876.504
"1992",2018,3,3,28,2,6,876.095
"1993",2019,12,3,28,2,6,875.51
"1994",2019,10,8,42,2,9,875.2088118
"1995",2018,8,2,130,2,2,875.0725
"1996",2020,8,7,65,5,10,874.865
"1997",2020,9,1,20,1,1,874.45
"1998",2020,8,7,71,2,10,874.2975
"1999",2018,4,6,44,2,6,874.1955
"2000",2020,10,4,24,2,1,874.165
"2001",2021,8,2,66,2,2,874.1475
"2002",2019,4,3,35,2,6,874.133
"2003",2019,7,2,15,7,2,873.725
"2004",2019,11,1,19,6,1,873.724
"2005",2021,3,3,3,2,6,873.424
"2006",2019,5,6,63,2,5,873.4130111
"2007",2018,10,7,84,6,8,873.33087
"2008",2020,10,1,32,7,1,873.25
"2009",2020,9,2,66,2,2,872.4775
"2010",2020,12,3,130,2,5,872.379
"2011",2021,2,2,85,3,8,872.0616
"2012",2021,7,3,24,2,6,871.1275
"2013",2019,8,11,4,3,3,869.6475258
"2014",2018,8,2,66,2,2,869.3575
"2015",2021,9,2,85,3,8,869.32347
"2016",2021,12,1,18,1,1,869.25
"2017",2018,4,2,66,2,2,868.51
"2018",2018,3,3,35,2,6,868.405
"2019",2019,5,4,24,2,1,867.783
"2020",2019,2,3,17,2,5,867.76357
"2021",2018,4,6,138,2,5,867.6385
"2022",2018,11,2,85,3,8,866.5599607
"2023",2020,10,3,55,2,6,866.2746801
"2024",2020,8,11,4,3,3,865.0971653
"2025",2018,1,1,25,1,1,865.075
"2026",2020,3,1,80,1,1,864.9885
"2027",2019,10,4,24,2,1,864.6075
"2028",2018,3,11,13,6,4,864.55
"2029",2021,8,2,76,5,8,863.8759999
"2030",2020,7,7,75,5,10,863.5525
"2031",2021,4,2,40,3,8,862.8805002
"2032",2019,6,1,5,4,1,861.54
"2033",2021,7,1,20,1,1,860.41
"2034",2019,2,7,71,2,10,859.4925
"2035",2018,9,2,3,2,8,859.352595
"2036",2018,10,5,117,1,10,859.22
"2037",2019,2,2,24,2,10,859.1863744
"2038",2020,6,1,2,2,1,858.6755356
"2039",2018,7,3,26,2,2,858.4681931
"2040",2021,11,7,3,2,2,858.372
"2041",2018,11,1,24,2,1,858.2195
"2042",2019,4,1,14,7,1,858.11
"2043",2020,10,1,2,2,1,858.0681595
"2044",2020,1,1,32,7,1,857.44
"2045",2018,2,2,3,2,8,857.18851
"2046",2020,4,7,84,6,8,856.86449
"2047",2021,6,1,6,1,1,856.0175
"2048",2019,10,7,29,6,7,854.8842402
"2049",2018,6,7,58,2,2,854.635
"2050",2019,7,7,2,2,2,854.4172936
"2051",2019,1,3,94,2,6,853.8475
"2052",2020,11,1,105,1,1,853.1325
"2053",2020,7,1,105,1,1,853.02
"2054",2018,2,2,24,2,2,852.8222486
"2055",2021,5,1,45,6,1,852.6505
"2056",2018,1,7,155,2,8,852.4585
"2057",2021,3,7,75,5,10,852.42
"2058",2019,2,3,24,2,6,852.1765
"2059",2018,9,5,82,6,2,852.0925
"2060",2018,6,2,24,2,2,851.54197
"2061",2019,9,5,69,1,1,851.2075
"2062",2021,3,1,45,6,1,851.0325
"2063",2021,6,3,3,2,6,850.685
"2064",2020,4,7,51,6,1,850.3225
"2065",2018,8,7,2,2,2,849.6034105
"2066",2018,1,6,44,2,6,849.4925
"2067",2021,6,11,64,2,9,849.4845
"2068",2021,6,1,77,12,11,849.354
"2069",2020,6,3,28,2,6,848.755
"2070",2021,9,6,24,2,6,848.4995508
"2071",2021,3,11,4,3,3,846.467193
"2072",2020,8,1,86,6,1,845.5985
"2073",2020,8,1,102,1,1,845.375
"2074",2018,6,1,93,1,1,845.155
"2075",2019,12,7,84,6,8,844.83136
"2076",2018,9,2,50,3,2,844.7875
"2077",2019,11,1,20,1,1,844.07
"2078",2019,12,1,24,2,1,843.9936741
"2079",2018,2,7,51,6,1,842.9635
"2080",2021,7,2,66,2,2,842.1075
"2081",2020,10,1,19,6,1,841.7725
"2082",2019,3,1,1,1,1,840.805
"2083",2019,1,1,68,7,1,840.22
"2084",2018,6,7,103,6,7,840.087875
"2085",2019,6,1,77,12,11,839.7665
"2086",2018,9,6,44,2,6,839.59
"2087",2020,6,3,55,2,6,839.3498767
"2088",2018,6,2,85,3,8,839.1213577
"2089",2020,11,6,97,7,5,838.335
"2090",2020,2,1,45,6,1,838.2415
"2091",2020,3,5,21,3,2,837.9275
"2092",2018,8,2,130,6,2,837.28
"2093",2021,4,2,66,2,2,836.965
"2094",2020,1,6,35,2,6,836.479
"2095",2019,8,2,130,2,2,835.5445
"2096",2021,7,2,76,5,8,834.4754998
"2097",2018,7,2,3,2,8,833.37202
"2098",2021,11,3,28,2,6,830.806
"2099",2018,12,3,35,2,6,830.6725
"2100",2019,9,2,76,5,8,830.211676
"2101",2020,1,2,114,2,2,830.177
"2102",2021,9,6,48,9,6,829.8535
"2103",2019,5,2,66,2,2,828.8775
"2104",2020,5,1,133,7,1,828.55
"2105",2021,6,2,66,2,2,828.52
"2106",2018,3,1,54,6,1,827.07
"2107",2019,10,1,119,10,1,826.0605
"2108",2019,11,2,26,2,2,825.98191
"2109",2018,10,2,66,2,2,825.8775
"2110",2021,9,1,77,12,11,825.642
"2111",2020,7,2,31,2,2,825.3275
"2112",2021,4,1,24,2,1,825.3185111
"2113",2018,5,7,58,2,2,825.205
"2114",2021,5,3,67,2,6,824.614
"2115",2020,11,3,55,2,6,824.0598009
"2116",2021,7,1,77,12,11,823.0755
"2117",2020,12,3,26,2,5,823.0524698
"2118",2020,3,4,89,2,1,822.245
"2119",2021,8,6,111,2,6,821.344
"2120",2020,10,4,136,1,1,821.2
"2121",2020,5,6,24,2,6,820.7763279
"2122",2020,9,11,64,2,9,819.474
"2123",2018,11,2,2,2,2,818.9047017
"2124",2021,4,7,3,2,2,818.7455
"2125",2021,2,7,75,13,10,818.4225
"2126",2019,11,11,4,3,3,816.7833563
"2127",2020,10,1,30,1,1,816.77
"2128",2018,7,1,118,7,1,816.29
"2129",2019,5,11,64,2,9,816.256
"2130",2021,4,11,64,2,9,816.224
"2131",2021,5,7,51,6,1,815.78
"2132",2018,7,1,78,6,1,815.53
"2133",2021,4,3,26,2,5,814.8885121
"2134",2020,9,1,2,2,1,814.7413007
"2135",2021,8,3,26,2,5,814.1913697
"2136",2022,1,7,144,6,2,813.8905
"2137",2021,2,3,67,2,5,813.8675
"2138",2021,10,7,2,2,2,813.6982151
"2139",2021,2,3,35,2,6,813.5975
"2140",2018,10,2,59,2,2,812.945
"2141",2018,12,7,95,6,3,812.937
"2142",2021,11,3,24,2,5,812.7124015
"2143",2019,5,3,67,2,6,812.0675
"2144",2019,12,1,80,1,1,811.9265
"2145",2018,6,2,3,2,8,811.69886
"2146",2019,7,1,39,1,1,811.512
"2147",2018,3,2,85,3,8,811.2572008
"2148",2020,8,1,209,1,1,810.907
"2149",2018,5,11,64,2,9,810.536
"2150",2019,4,7,103,6,7,810.09765
"2151",2018,5,6,63,2,6,809.9716829
"2152",2021,10,2,85,3,8,809.8022204
"2153",2021,6,7,29,10,7,809.5025366
"2154",2019,1,4,24,2,1,809.394
"2155",2021,8,1,41,1,1,809.2175
"2156",2018,6,8,70,10,9,808.858
"2157",2020,1,3,94,2,6,808.5675
"2158",2018,5,1,86,6,1,808.46
"2159",2019,2,1,20,1,1,808.24
"2160",2018,7,4,118,7,1,807.5225
"2161",2018,2,7,71,2,10,807.505
"2162",2018,3,1,13,6,4,807.1
"2163",2021,5,4,24,2,1,806.4815
"2164",2018,1,2,114,2,2,806.11
"2165",2021,3,3,26,2,5,806.0247287
"2166",2021,12,7,75,13,10,805.655
"2167",2020,9,8,42,2,9,804.5220582
"2168",2020,4,4,22,1,1,804.39
"2169",2019,1,2,85,3,8,803.646
"2170",2019,3,1,24,2,1,803.1170012
"2171",2018,5,3,67,2,5,802.6675
"2172",2019,4,2,66,2,2,802.4225
"2173",2021,9,3,3,2,6,801.9675
"2174",2021,5,6,97,7,5,801.7
"2175",2018,6,3,24,2,6,801.26
"2176",2018,10,7,92,2,2,800.8865
"2177",2018,10,7,58,2,2,800.5375
"2178",2018,9,2,66,2,2,800.0925
"2179",2018,1,1,68,7,1,799.58
"2180",2020,4,7,75,13,10,799
"2181",2018,10,2,85,3,8,798.7998504
"2182",2020,2,2,26,2,2,798.5515868
"2183",2019,3,2,31,2,2,798.29
"2184",2018,2,6,35,2,6,798.162
"2185",2019,8,6,91,2,6,798.1051507
"2186",2019,1,11,64,2,9,796.972
"2187",2021,5,7,65,5,10,796.89
"2188",2020,11,2,66,2,2,796.59
"2189",2019,7,2,59,2,2,796.1325
"2190",2018,7,2,59,2,2,795.7
"2191",2021,8,1,16,1,1,795.637
"2192",2019,2,1,68,7,1,795.32
"2193",2021,3,2,76,5,8,795.17304
"2194",2019,10,2,3,2,8,795.13493
"2195",2018,3,2,2,2,2,794.637
"2196",2018,8,11,64,2,9,794.499
"2197",2018,12,3,24,2,6,794.1525
"2198",2020,12,2,31,2,2,793.99
"2199",2018,3,6,88,7,5,793.9125
"2200",2018,7,1,1,1,1,793.737
"2201",2019,8,1,45,6,1,793.7175
"2202",2020,4,1,3,2,1,793.618
"2203",2018,11,2,114,2,2,792.325
"2204",2021,2,7,65,5,10,792.105
"2205",2018,9,3,17,2,5,792.057616
"2206",2021,9,7,75,13,10,792.015
"2207",2020,10,1,118,7,1,791.71
"2208",2021,11,2,31,2,2,791.6185
"2209",2018,10,11,64,2,9,791.5405
"2210",2020,2,2,59,2,2,791.4625
"2211",2018,4,1,24,2,1,790.3435
"2212",2021,9,1,45,6,1,790.218
"2213",2019,12,2,66,2,2,789.45
"2214",2018,11,7,71,2,10,788.7025
"2215",2019,11,7,71,2,10,788.45
"2216",2019,6,7,71,2,10,788.2925
"2217",2019,11,1,41,8,1,788.0975
"2218",2020,10,3,24,2,5,787.8039237
"2219",2018,1,3,157,2,5,787.62
"2220",2021,3,1,77,12,11,786.2975
"2221",2019,9,8,42,2,9,786.2296672
"2222",2019,8,1,30,1,1,786.04
"2223",2019,10,11,64,2,9,785.991
"2224",2018,3,1,24,2,1,785.887
"2225",2019,4,5,69,1,1,785.76
"2226",2019,1,3,17,2,5,785.3007
"2227",2018,1,3,67,2,6,784.9225
"2228",2018,11,5,96,3,2,784.395
"2229",2018,2,2,6,1,1,783.935
"2230",2019,9,1,34,4,1,783.615
"2231",2018,12,1,13,6,4,783.57
"2232",2018,5,2,59,2,2,783.395
"2233",2018,5,2,50,3,2,783.3025
"2234",2021,3,7,29,10,7,782.425108
"2235",2020,11,4,3,2,1,782.311
"2236",2019,4,3,67,2,6,782.295
"2237",2019,9,1,32,7,1,782.22
"2238",2020,6,6,35,2,6,781.938
"2239",2021,7,11,64,2,9,781.8805
"2240",2018,2,1,101,1,1,781.17
"2241",2021,8,6,44,2,6,781.1265
"2242",2020,8,4,76,5,3,780.906
"2243",2022,1,3,26,2,5,780.9015747
"2244",2021,2,1,18,15,1,780.35
"2245",2021,12,4,73,7,1,780
"2246",2019,8,7,58,2,2,779.245
"2247",2019,8,8,42,2,9,779.0014396
"2248",2018,11,7,84,6,8,778.284
"2249",2021,5,2,76,5,8,778.00269
"2250",2020,1,1,46,1,1,777.815
"2251",2019,7,1,93,1,1,777.59
"2252",2018,9,1,39,1,1,777.5745
"2253",2018,12,7,58,2,2,776.4675
"2254",2019,8,4,24,2,1,776.192
"2255",2021,4,11,13,6,4,775.92
"2256",2018,8,7,29,6,7,775.8968745
"2257",2022,1,6,44,2,6,775.88
"2258",2021,6,6,48,9,6,775.795
"2259",2020,2,6,63,2,5,774.7200871
"2260",2021,2,1,41,1,1,774.6
"2261",2019,3,7,51,6,1,774.2885
"2262",2018,7,7,2,2,2,774.1095551
"2263",2020,10,1,14,1,1,773.98
"2264",2021,11,3,67,2,6,772.89
"2265",2021,4,3,3,2,6,772.1975
"2266",2019,3,1,39,1,1,771.8025
"2267",2020,5,2,26,2,2,771.1448138
"2268",2019,8,2,76,5,8,771.08556
"2269",2020,10,3,26,2,5,770.9646687
"2270",2020,2,7,65,5,10,770.455
"2271",2021,5,8,168,10,9,770.346
"2272",2020,12,7,75,5,10,769.7475
"2273",2019,8,2,3,2,8,769.44317
"2274",2020,12,1,90,1,1,768.92
"2275",2020,6,1,242,1,1,768.7525
"2276",2018,5,3,17,2,5,768.3446849
"2277",2018,4,3,94,2,6,768.28
"2278",2020,2,4,50,3,2,768.1315
"2279",2021,2,1,20,1,1,767.92
"2280",2019,11,3,94,2,6,767.574
"2281",2018,1,7,121,15,1,766.45
"2282",2020,12,1,90,7,1,766.13
"2283",2018,9,1,24,2,2,765.767
"2284",2019,4,1,93,1,1,765.42
"2285",2019,1,1,107,6,1,764.72
"2286",2020,9,4,73,7,1,764.36
"2287",2021,8,6,24,2,5,764.1697031
"2288",2020,11,1,20,1,1,763.61
"2289",2019,2,4,149,2,8,763.0825
"2290",2021,1,1,77,12,11,762.592
"2291",2018,6,7,71,2,10,762.1355
"2292",2018,3,6,35,2,6,761.027
"2293",2018,10,1,109,7,1,760.43
"2294",2018,4,11,64,2,9,759.485
"2295",2019,3,2,50,3,8,759.29598
"2296",2021,3,3,35,2,6,758.9675
"2297",2020,8,2,114,2,2,758.6125
"2298",2021,8,7,33,8,2,758.2625
"2299",2019,4,2,59,2,2,758.0925
"2300",2021,7,1,24,2,2,758.0502363
"2301",2020,10,4,3,2,1,757.7945
"2302",2019,12,3,35,2,6,757.345
"2303",2019,12,6,35,2,6,756.4065
"2304",2022,1,3,3,2,6,756.4
"2305",2020,2,7,2,2,2,756.0059456
"2306",2018,2,1,24,2,1,755.8285
"2307",2018,2,10,88,7,10,755.78
"2308",2020,12,3,35,2,6,755.5375
"2309",2021,1,6,91,2,6,754.9184125
"2310",2018,10,2,2,2,2,754.8249822
"2311",2018,1,3,94,2,6,753.8975
"2312",2021,1,6,113,7,5,753.6425
"2313",2019,6,2,192,6,2,753.5775
"2314",2021,10,7,65,5,10,753.015
"2315",2020,9,7,37,6,2,752.425
"2316",2020,2,7,75,5,10,751.38
"2317",2020,10,4,89,2,10,750.74
"2318",2021,6,1,110,1,1,749.87
"2319",2018,8,3,24,2,2,749.623888
"2320",2020,9,7,75,13,10,749.615
"2321",2018,6,7,2,2,2,749.2151662
"2322",2021,1,1,105,1,1,748.37
"2323",2020,1,3,28,2,5,748.31
"2324",2020,12,3,3,2,6,747.4545
"2325",2022,1,1,105,1,1,746.8775
"2326",2018,3,2,3,2,8,746.42391
"2327",2020,9,1,14,1,1,746.07
"2328",2018,4,6,35,2,6,745.5495
"2329",2020,6,1,43,1,1,745.515
"2330",2018,7,3,94,2,6,745.285
"2331",2020,2,8,42,2,9,745.135291
"2332",2019,5,6,48,9,6,745
"2333",2018,3,3,129,1,6,744
"2334",2019,5,3,24,2,2,743.8022971
"2335",2021,12,3,3,2,6,743.7825
"2336",2021,3,4,162,16,3,743.775
"2337",2019,5,1,68,7,1,742.97
"2338",2018,7,2,142,11,8,742.4365
"2339",2019,11,7,58,2,2,741.7035
"2340",2021,2,3,55,2,6,741.5539688
"2341",2018,1,2,50,3,2,740.975
"2342",2021,6,6,91,2,6,740.957
"2343",2019,5,8,42,2,9,740.9498519
"2344",2021,10,7,75,13,10,740
"2345",2018,8,3,28,2,5,739.695
"2346",2019,10,3,67,2,6,739.48
"2347",2018,10,3,94,2,6,739.3775
"2348",2021,9,2,66,2,2,739.185
"2349",2018,9,2,24,2,10,738.9260165
"2350",2018,2,7,104,6,7,738.5882446
"2351",2018,9,3,55,2,6,738.4810369
"2352",2020,2,8,168,10,9,738.272
"2353",2020,2,2,66,2,2,737.8425
"2354",2021,8,1,80,1,1,737.705
"2355",2021,11,3,26,2,5,737.3111787
"2356",2019,5,1,106,1,1,736.95
"2357",2018,5,6,35,2,6,736.228
"2358",2020,6,7,144,6,2,735.9
"2359",2021,4,7,24,2,2,735.7923428
"2360",2020,12,4,3,2,1,735.1795
"2361",2018,3,11,64,2,9,735.011
"2362",2018,3,3,115,6,6,734.9565
"2363",2018,6,11,64,2,9,734.486
"2364",2018,2,1,46,1,1,734.485
"2365",2018,2,1,123,1,1,734.485
"2366",2021,12,1,97,7,1,734
"2367",2018,8,2,31,2,2,733.5575
"2368",2021,2,7,267,6,7,733.1829229
"2369",2021,2,2,224,11,8,732.932985
"2370",2021,9,3,24,2,5,732.4662019
"2371",2020,10,1,116,1,7,732.077
"2372",2021,4,6,97,7,5,732.0525
"2373",2020,4,1,39,1,1,731.338
"2374",2018,2,1,54,6,1,731
"2375",2021,3,3,28,2,5,730.7635
"2376",2019,4,1,36,1,1,730.58
"2377",2019,9,1,46,1,1,730.2575
"2378",2020,6,3,24,2,6,730.1725
"2379",2019,11,3,26,2,5,729.9617413
"2380",2021,5,4,89,2,1,729.735
"2381",2018,10,7,103,6,7,729.726845
"2382",2019,3,6,63,2,6,729.2859926
"2383",2022,1,1,46,1,1,729
"2384",2021,8,11,4,3,3,728.9190233
"2385",2018,9,11,64,2,9,728.305
"2386",2019,12,7,71,2,10,728.0775
"2387",2018,1,4,149,2,8,727.765
"2388",2022,1,3,115,6,6,727.717
"2389",2020,7,11,4,3,3,726.9053741
"2390",2018,8,7,92,2,2,726.85
"2391",2021,10,3,115,6,6,726.433
"2392",2020,10,3,94,2,6,726.1905
"2393",2021,4,7,33,8,2,726.055
"2394",2020,2,2,76,5,8,725.9224
"2395",2020,9,7,24,2,2,725.3168528
"2396",2019,7,7,33,2,2,725.2575
"2397",2018,8,2,85,3,8,724.8445214
"2398",2021,5,6,35,2,6,724.7485
"2399",2018,7,3,17,2,5,723.9076744
"2400",2020,1,2,50,3,8,723.29685
"2401",2019,4,1,46,1,1,722.976
"2402",2019,7,3,26,2,5,722.8225618
"2403",2020,2,7,33,2,2,722.47
"2404",2019,10,3,26,2,5,722.1833874
"2405",2019,9,3,55,2,6,722.0614978
"2406",2019,3,2,114,2,2,721.5525
"2407",2018,1,11,64,2,9,720.995
"2408",2020,10,1,97,7,1,720.95
"2409",2020,12,2,66,2,2,720.695
"2410",2020,6,1,86,6,1,720.538
"2411",2021,1,5,241,1,7,720.313
"2412",2021,7,7,75,13,10,720
"2413",2021,8,7,75,13,10,720
"2414",2021,1,5,21,3,2,719.816
"2415",2021,8,7,33,2,2,719.115
"2416",2019,12,6,44,2,6,718.8115
"2417",2021,9,9,49,8,8,718.7239248
"2418",2018,6,3,55,2,6,718.5971015
"2419",2020,9,3,67,2,6,718.303
"2420",2019,5,2,50,3,2,718.19
"2421",2018,2,2,85,3,8,717.6921481
"2422",2019,1,1,122,1,1,717.42
"2423",2021,11,2,76,5,8,717.0561397
"2424",2019,2,2,69,1,3,717.03
"2425",2018,12,7,103,6,7,717.012315
"2426",2018,6,1,10,1,1,716.92
"2427",2020,4,7,75,5,10,716.8275
"2428",2019,8,3,94,2,6,716.641
"2429",2020,8,1,74,2,1,716.5654352
"2430",2021,6,1,18,1,1,716.4925
"2431",2021,3,1,141,1,1,716.32
"2432",2021,2,1,90,7,1,715.74
"2433",2019,4,3,26,2,5,715.7005654
"2434",2018,1,7,24,2,1,715.305
"2435",2021,8,6,63,2,5,714.8521689
"2436",2021,1,1,68,7,1,714.81
"2437",2021,1,1,45,6,1,714.6885
"2438",2019,11,1,2,2,1,714.5364386
"2439",2020,4,7,65,5,10,714.2735
"2440",2020,9,2,155,2,8,713.617
"2441",2019,11,6,63,2,5,713.1113556
"2442",2019,11,3,67,2,6,713.06
"2443",2018,1,1,166,6,1,713.0025
"2444",2019,3,5,96,3,2,712.272
"2445",2022,1,2,2,2,1,712.1225947
"2446",2020,11,7,75,13,10,711.863
"2447",2018,9,1,77,12,11,711.8465
"2448",2018,2,1,24,2,10,711.689735
"2449",2018,3,1,86,6,1,711.571
"2450",2021,11,7,75,13,10,711.185
"2451",2019,11,2,66,2,2,711.18
"2452",2020,2,2,69,14,3,711.175
"2453",2018,11,11,64,2,9,711.043
"2454",2021,9,6,91,2,6,710.76465
"2455",2020,12,7,29,10,7,710.310318
"2456",2021,10,1,45,6,1,709.8165
"2457",2019,6,7,58,2,2,709.069
"2458",2021,9,7,33,8,2,708.3375
"2459",2020,4,1,1,1,1,707.991
"2460",2019,5,1,15,7,1,707.67
"2461",2021,5,6,24,2,6,706.9189
"2462",2019,2,3,26,2,5,705.8051561
"2463",2019,3,4,22,1,1,705.68
"2464",2020,8,6,44,2,6,705.509
"2465",2019,9,7,24,2,2,704.8960594
"2466",2018,2,6,63,2,6,704.7544607
"2467",2019,4,7,2,2,2,704.696039
"2468",2020,5,1,25,1,1,704.175
"2469",2022,1,4,2,2,2,704.0242282
"2470",2018,8,1,24,2,10,703.9478058
"2471",2018,7,4,149,2,8,703.8401
"2472",2020,11,6,63,2,5,702.954028
"2473",2020,11,3,26,2,5,702.2575274
"2474",2021,4,6,24,2,6,701.33625
"2475",2018,3,3,67,2,5,701.1875
"2476",2018,11,3,94,2,6,700.955
"2477",2020,2,1,24,2,2,700.637
"2478",2020,10,2,85,3,8,700.453
"2479",2020,5,6,48,9,6,700.199
"2480",2020,6,3,67,2,6,700.02
"2481",2018,11,1,13,6,4,699.94
"2482",2021,7,6,91,2,6,699.8294
"2483",2018,8,2,146,10,2,699.829
"2484",2020,3,6,53,9,6,699.5351559
"2485",2019,7,11,64,2,9,699.487
"2486",2019,12,2,59,2,2,699.365
"2487",2018,10,7,33,2,2,698.95
"2488",2020,3,7,33,2,2,698.9
"2489",2020,2,2,3,2,8,698.27018
"2490",2019,5,2,59,7,2,697.98
"2491",2019,7,5,69,1,1,697.895
"2492",2020,8,7,29,10,7,697.3523931
"2493",2019,8,1,108,16,1,696.11
"2494",2018,2,1,34,4,1,695.847
"2495",2020,7,3,24,2,6,695.3325
"2496",2021,4,1,45,6,1,695.1265
"2497",2021,5,7,72,7,2,694.893
"2498",2020,3,4,23,7,2,694.89
"2499",2018,12,3,26,2,2,694.8267763
"2500",2018,1,1,30,1,1,694.8
"2501",2019,7,2,3,2,8,694.49157
"2502",2019,8,6,35,2,6,694.4355
"2503",2020,1,2,59,2,2,694.2475
"2504",2020,1,11,64,2,9,693.431
"2505",2021,4,2,76,5,8,693.065975
"2506",2019,5,6,44,2,6,693.057
"2507",2018,12,3,55,2,6,691.7562861
"2508",2021,8,11,64,2,9,691.583
"2509",2021,3,11,13,6,4,691.54
"2510",2019,6,3,94,2,6,691.4345
"2511",2018,8,2,50,3,2,691.42
"2512",2020,2,3,28,2,5,691.17
"2513",2019,12,1,97,7,1,690.77
"2514",2021,3,2,85,3,8,690.745375
"2515",2018,7,11,64,2,9,690.267
"2516",2021,1,6,126,2,5,690.185
"2517",2018,12,6,63,2,5,690.1659231
"2518",2021,5,3,26,2,5,690.0126371
"2519",2018,10,5,82,6,2,689.9475
"2520",2020,9,7,29,10,7,689.599495
"2521",2021,6,4,24,2,1,689.027
"2522",2020,9,7,65,5,10,688.805
"2523",2021,12,2,346,11,7,688.733295
"2524",2020,5,1,39,1,1,688.59
"2525",2021,5,11,64,2,9,688.362
"2526",2021,2,1,2,2,1,687.9225943
"2527",2020,7,2,85,3,8,687.8713
"2528",2019,10,5,96,3,2,687.255
"2529",2018,6,6,44,2,6,686.9565
"2530",2018,3,7,104,6,7,686.8306929
"2531",2018,2,2,40,3,8,686.7965
"2532",2021,6,1,45,6,1,686.7805
"2533",2019,6,3,35,2,6,686.75
"2534",2020,9,1,77,12,11,686.3395
"2535",2021,2,7,33,2,2,685.993
"2536",2019,7,3,26,2,2,685.7395285
"2537",2021,7,2,3,2,2,685.2145
"2538",2018,4,1,10,1,1,685.105
"2539",2019,5,5,96,3,2,684.83
"2540",2019,6,3,26,2,5,683.8875315
"2541",2021,5,7,92,2,2,683.77
"2542",2021,10,3,26,2,2,683.2640485
"2543",2022,1,2,2,2,2,682.6360965
"2544",2019,8,3,26,2,5,682.4928628
"2545",2019,9,2,3,2,8,681.774
"2546",2020,5,1,86,6,1,681.609
"2547",2021,5,1,30,1,1,681.48
"2548",2020,10,4,2,2,2,680.6283022
"2549",2022,1,2,142,1,2,680.5
"2550",2019,1,2,3,2,8,680.347295
"2551",2020,2,1,24,2,1,680.2008788
"2552",2019,12,1,19,6,1,679.8795
"2553",2021,9,3,115,20,6,678.864
"2554",2018,8,3,26,2,2,678.5013012
"2555",2019,1,1,80,1,1,678.317
"2556",2020,11,2,130,2,2,678.182
"2557",2018,5,6,44,2,6,678.0445
"2558",2019,3,2,100,2,2,677.905
"2559",2020,6,6,63,2,5,677.8166818
"2560",2020,9,7,33,8,2,677.7975
"2561",2021,3,2,59,7,2,677.69
"2562",2019,2,1,30,1,1,677.63
"2563",2018,1,1,24,2,10,677.58452
"2564",2021,4,1,41,1,1,676.9425
"2565",2020,2,3,94,2,6,676.6115
"2566",2021,11,7,84,6,8,676.4964
"2567",2021,10,7,29,6,7,676.4162023
"2568",2018,10,3,67,2,6,676.32
"2569",2019,3,2,3,2,8,676.24151
"2570",2019,2,11,64,2,9,675.689
"2571",2018,12,7,71,2,10,675.56
"2572",2019,4,11,64,2,9,675.3765
"2573",2020,10,7,75,13,10,675.255
"2574",2019,9,6,44,2,6,675.1825
"2575",2020,6,2,66,2,2,674.4475
"2576",2018,2,2,142,11,8,674.1055
"2577",2018,3,3,28,2,5,673.9475
"2578",2020,8,1,20,1,1,673.88
"2579",2021,12,7,75,5,10,673.745
"2580",2018,10,1,24,2,10,673.3676431
"2581",2020,10,6,44,2,6,673.3335
"2582",2020,10,2,3,2,8,672.97869
"2583",2019,9,1,41,8,1,672.915
"2584",2019,6,3,67,2,6,672.6225
"2585",2018,10,7,24,2,2,672.3170673
"2586",2019,3,7,33,2,2,672.1625
"2587",2020,1,1,108,16,1,671.7125
"2588",2022,1,1,160,7,1,671.5
"2589",2021,11,2,66,2,2,671.4325
"2590",2021,11,3,55,2,6,671.3640256
"2591",2018,3,1,153,1,1,671.277
"2592",2019,9,7,92,2,2,670.8065
"2593",2021,6,1,41,11,1,670.725
"2594",2019,10,2,85,3,8,670.69255
"2595",2018,3,2,50,3,2,670.43
"2596",2020,9,6,97,19,6,670.348
"2597",2019,6,11,70,10,5,670.3025
"2598",2020,1,3,24,2,5,670.0503193
"2599",2021,11,11,93,1,1,669.99
"2600",2020,7,3,94,2,6,669.9485
"2601",2018,6,3,67,2,5,669.83
"2602",2020,3,3,28,2,6,669.03
"2603",2018,3,4,149,2,8,668.69
"2604",2018,2,3,24,2,2,668.305915
"2605",2021,6,7,75,5,10,668.1125
"2606",2021,3,1,41,1,1,667.9825
"2607",2021,2,7,29,10,7,667.9495875
"2608",2018,9,2,85,3,8,667.9443612
"2609",2020,11,1,45,6,1,667.906
"2610",2019,3,3,55,2,6,667.81595
"2611",2018,1,3,26,2,2,667.7240302
"2612",2021,12,1,5,4,1,667.615
"2613",2020,5,5,21,3,2,667.3925
"2614",2019,8,7,33,8,2,666.395
"2615",2021,3,1,43,1,1,665.744
"2616",2018,12,1,2,2,1,665.4324063
"2617",2019,7,3,134,3,5,664.795
"2618",2020,12,7,33,8,2,664.7325
