Year,Month Name,Plant ,Customer Name ,Primary Market Code ,Material Type,Shipped Tons
2017,June,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,1023.9375
2021,May,Plant_6,Customer_53,Primary_Market_Code_9,Material_Type_6,1023.2135
2020,May,Plant_1,Customer_7,Primary_Market_Code_1,Material_Type_1,1022.939
2019,October,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,1022.3375
2017,October,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1021.41
2017,June,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,1021.17
2020,August,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,1020.1275
2019,August,Plant_1,Customer_6,Primary_Market_Code_1,Material_Type_1,1019.829
2019,August,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,1019.017
2021,March,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1018.912
2021,November,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1018.0265
2020,November,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,1017.5315
2019,July,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,1017.3625
2021,November,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1017.329
2020,January,Plant_1,Customer_22,Primary_Market_Code_1,Material_Type_1,1015.54
2021,December,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_8,1014.1035
2022,January,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_5,1013.305
2018,April,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,1012.9
2020,February,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1012.5035
2022,January,Plant_1,Customer_5,Primary_Market_Code_4,Material_Type_1,1012.36
2020,March,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,1011.82
2017,December,Plant_7,Customer_33,Primary_Market_Code_2,Material_Type_2,1010.625
2020,October,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1010.1455
2018,October,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,1010.1225
2019,September,Plant_1,Customer_34,Primary_Market_Code_4,Material_Type_1,1009.035
2020,June,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1007.2025
2021,January,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1007.11
2019,January,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1006.35
2019,October,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,1006.2955
2017,November,Plant_2,Customer_57,Primary_Market_Code_3,Material_Type_2,1006.0215
2018,October,Plant_2,Customer_40,Primary_Market_Code_3,Material_Type_8,1005.73
2017,December,Plant_2,Customer_9,Primary_Market_Code_5,Material_Type_4,1005.39
2019,April,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1005.2755
2017,December,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1004.4565
2018,June,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,1004.385
2018,November,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,1004.1275
2022,February,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_2,1004.1135
2018,January,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,1004.035
2018,February,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1003.9655
2021,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1003.585
2021,October,Plant_5,Customer_69,Primary_Market_Code_1,Material_Type_1,1003.35
2021,November,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_7,1003.095
2018,November,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,1002.9
2018,January,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,1002.66
2019,December,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,1002.3555
2017,December,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1002.272
2020,May,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,1002.208
2017,December,Plant_1,Customer_34,Primary_Market_Code_4,Material_Type_1,1001.745
2020,January,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1001.538
2021,January,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1001.414
2019,June,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1000.395
2020,June,Plant_1,Customer_36,Primary_Market_Code_1,Material_Type_1,999.73
2017,November,Plant_2,Customer_2,Primary_Market_Code_2,Material_Type_2,999.665
2018,March,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,999.5975
2018,August,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,999.59
2021,August,Plant_1,Customer_6,Primary_Market_Code_1,Material_Type_1,998.4325
2020,February,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,998.0975
2021,November,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_5,997.9125
2022,January,Plant_7,Customer_75,Primary_Market_Code_13,Material_Type_10,997.308
2018,December,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,996.5625
2019,December,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,996.1915
2020,May,Plant_1,Customer_83,Primary_Market_Code_1,Material_Type_1,995.58
2018,January,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,995.548
2021,March,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_5,995.4725
2019,January,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,994.3025
2019,June,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,994.162
2019,July,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,994.146
2018,August,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,994.0675
2019,June,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,994.0465
2017,September,Plant_1,Customer_47,Primary_Market_Code_8,Material_Type_1,994.01
2018,June,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,993.7575
2019,October,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,993.75
2021,January,Plant_4,Customer_23,Primary_Market_Code_7,Material_Type_2,992.85
2019,March,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,992.815
2020,March,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,992.6515
2021,September,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,992.6225
2021,March,Plant_7,Customer_75,Primary_Market_Code_13,Material_Type_10,992.3475
2020,October,Plant_1,Customer_5,Primary_Market_Code_4,Material_Type_1,991.5115
2020,May,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,991.28
2018,July,Plant_1,Customer_25,Primary_Market_Code_1,Material_Type_1,990.98
2020,October,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,990.459
2020,October,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,989.995
2019,February,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,989.8565
2020,February,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,989.7615
2021,April,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,989.6
2021,April,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_1,988.9155
2020,December,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,988.7675
2020,September,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,988.6755
2018,January,Plant_2,Customer_2,Primary_Market_Code_2,Material_Type_2,988.5325
2018,July,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,988.354
2021,December,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,987.67
2021,November,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,987.5
2021,November,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,986.966
2018,February,Plant_2,Customer_40,Primary_Market_Code_3,Material_Type_8,986.9615
2021,February,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,986.8185
2018,February,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,985.765
2017,July,Plant_7,Customer_33,Primary_Market_Code_2,Material_Type_2,985.5825
2017,September,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,985.3825
2019,February,Plant_1,Customer_12,Primary_Market_Code_1,Material_Type_1,985.33
2021,August,Plant_7,Customer_33,Primary_Market_Code_8,Material_Type_2,983.8185
2020,July,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,983.42
2018,April,Plant_2,Customer_40,Primary_Market_Code_3,Material_Type_8,983.109
2018,May,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,982.9
2020,September,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,982.28
2021,July,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,982.15
2017,June,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,981.358
2021,August,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,981.163
2019,December,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,981.075
2017,November,Plant_1,Customer_34,Primary_Market_Code_4,Material_Type_1,980.11
2021,October,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,979.5075
2020,January,Plant_1,Customer_30,Primary_Market_Code_1,Material_Type_1,979.46
2021,January,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,979.444
2018,January,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,978.745
2021,January,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,978.355
2021,June,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,977.845
2020,December,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,977.76
2021,July,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,977.566
2020,February,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,977.108
2017,November,Plant_2,Customer_40,Primary_Market_Code_3,Material_Type_8,975.7285
2022,January,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,975.396
2018,August,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,975.195
2021,June,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,973.545
2022,January,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_8,973.4565
2018,November,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,973.4565
2021,March,Plant_3,Customer_3,Primary_Market_Code_2,Material_Type_6,973.4475
2021,May,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,973.254
2020,September,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,973.074
2018,October,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_2,972.525
2018,August,Plant_1,Customer_60,Primary_Market_Code_1,Material_Type_1,971.765
2020,June,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,971.7335
2017,December,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,971.5315
2018,February,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,971.405
2021,February,Plant_1,Customer_60,Primary_Market_Code_1,Material_Type_1,971.39
2020,November,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,971.1165
2017,June,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,970.58
2018,January,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,970.375
2021,September,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_8,969.939
2017,August,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,969.415
2019,January,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,968.235
2021,June,Plant_1,Customer_6,Primary_Market_Code_1,Material_Type_1,967.6555
2018,August,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,966.656
2019,May,Plant_1,Customer_80,Primary_Market_Code_1,Material_Type_1,966.164
2018,April,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,965.335
2019,October,Plant_1,Customer_22,Primary_Market_Code_1,Material_Type_1,964.6425
2020,December,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,964.304
2017,October,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,964.037
2018,December,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,963.59
2018,March,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,963.127
2018,November,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,962.4625
2020,March,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,962.2395
2017,July,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,962.0965
2019,September,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,960.447
2020,October,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,960.3295
2021,January,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,959.7215
2020,July,Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,958.91
2020,January,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,958.31
2019,January,Plant_1,Customer_77,Primary_Market_Code_12,Material_Type_11,958.287
2021,May,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,958.045
2021,February,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,957.9935
2021,February,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,957.982
2021,January,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,957.9575
2018,September,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,957.855
2018,March,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,957.7975
2020,February,Plant_1,Customer_22,Primary_Market_Code_1,Material_Type_1,957.5975
2017,June,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,957.5775
2018,October,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,957.125
2019,July,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,956.935
2021,April,Plant_1,Customer_18,Primary_Market_Code_1,Material_Type_1,956.13
2018,September,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,955.855
2020,September,Plant_4,Customer_50,Primary_Market_Code_3,Material_Type_2,955.766
2021,March,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,955.5825
2021,March,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_1,955.3615
2019,September,Plant_1,Customer_18,Primary_Market_Code_1,Material_Type_1,953.88
2021,June,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,953.795
2021,January,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,953.479
2018,July,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,952.6785
2018,June,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,952.455
2020,January,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_5,951.365
2021,May,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,951.09
2019,February,Plant_2,Customer_59,Primary_Market_Code_2,Material_Type_2,950.06
2019,September,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,949.5825
2020,November,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,949.506
2017,July,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,949.38
2019,April,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,947.98
2017,November,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,947.61
2021,March,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,947.3275
2019,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,947.322
2021,March,Plant_1,Customer_78,Primary_Market_Code_6,Material_Type_1,947.25
2017,November,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,946.4595
2018,May,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,945.5875
2017,December,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,945.301
2021,February,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,945.2475
2017,September,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,943.886
2021,October,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,943.755
2019,January,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,943.2675
2017,October,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,943.1475
2021,October,Plant_7,Customer_84,Primary_Market_Code_6,Material_Type_8,943.1225
2018,April,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_2,943.115
2021,August,Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,943.0475
2020,August,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,943.044
2017,June,Plant_2,Customer_85,Primary_Market_Code_3,Material_Type_8,942.891
2021,October,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,942.8525
2019,November,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,942.2055
2019,May,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,941.6895
2018,October,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_2,941.48
2018,December,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,940.522
2021,April,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,940.2275
2018,September,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,940.0575
2018,July,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,939.1825
2019,January,Plant_2,Customer_2,Primary_Market_Code_2,Material_Type_2,937.7945
2018,March,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,937.79
2019,February,Plant_2,Customer_40,Primary_Market_Code_3,Material_Type_8,936.9815
2018,August,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,936.779
2018,February,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,936.7385
2021,June,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,936.732
2018,August,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,936.61
2020,June,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,936.3165
2021,December,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,935.93
2018,April,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,935.8675
2019,November,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,935.42
2018,May,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,935.3125
2017,August,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,933.9355
2018,December,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,933.6475
2019,April,Plant_1,Customer_86,Primary_Market_Code_6,Material_Type_1,932.12
2018,August,Plant_7,Customer_33,Primary_Market_Code_2,Material_Type_2,931.795
2019,July,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,931.54
2020,February,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,929.9515
2018,July,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,929.4775
2019,July,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,928.965
2020,June,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,928.3915
2017,July,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,927.5975
2021,May,Plant_7,Customer_33,Primary_Market_Code_8,Material_Type_2,927.418
2019,March,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,927.3825
2018,July,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,927.315
2018,June,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_5,927.185
2021,May,Plant_2,Customer_59,Primary_Market_Code_2,Material_Type_2,925.375
2019,February,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,924.96
2017,October,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_2,924.5975
2019,May,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,924.42
2019,May,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,924.3975
2020,July,Plant_7,Customer_75,Primary_Market_Code_13,Material_Type_10,924.2975
2021,June,Plant_7,Customer_79,Primary_Market_Code_8,Material_Type_1,924.2925
2021,July,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,924.14
2021,April,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,923.5825
2020,September,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,923.173
2018,September,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,922.72
2021,May,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,922.114
2018,April,Plant_2,Customer_59,Primary_Market_Code_2,Material_Type_2,922.0475
2018,January,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,921.8275
2018,February,Plant_1,Customer_30,Primary_Market_Code_1,Material_Type_1,921.7
2019,April,Plant_1,Customer_80,Primary_Market_Code_1,Material_Type_1,921.6775
2020,January,Plant_1,Customer_87,Primary_Market_Code_2,Material_Type_1,921.19
2018,January,Plant_1,Customer_86,Primary_Market_Code_6,Material_Type_1,920.62
2020,May,Plant_10,Customer_88,Primary_Market_Code_7,Material_Type_10,920.31
2021,March,Plant_4,Customer_89,Primary_Market_Code_2,Material_Type_10,919.6
2021,April,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,919.577
2020,October,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_7,919.4035
2017,October,Plant_2,Customer_5,Primary_Market_Code_4,Material_Type_1,919.0175
2017,August,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_2,918.495
2018,February,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,918.4775
2021,November,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,917.0775
2018,November,Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,916.77
2021,November,Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,916.62
2019,October,Plant_1,Customer_77,Primary_Market_Code_12,Material_Type_11,916.553
2020,January,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,916.463
2020,September,Plant_7,Customer_75,Primary_Market_Code_13,Material_Type_10,916.4195
2019,February,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,915.833
2021,January,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,915.46
2018,July,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,914.887
2021,December,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,914.5375
2021,October,Plant_1,Customer_90,Primary_Market_Code_7,Material_Type_1,914.45
2018,November,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,913.77
2017,October,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,913.65
2020,July,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,913.05
2019,November,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,913.02
2018,October,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,913.01
2018,October,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,912.993
2020,November,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,912.54
2021,June,Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,912.3525
2019,August,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,912.3
2018,July,Plant_1,Customer_68,Primary_Market_Code_7,Material_Type_1,911.96
2020,March,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,911.82
2020,December,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,911.75
2019,October,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,911.7375
2019,June,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,911.734
2017,October,Plant_2,Customer_85,Primary_Market_Code_3,Material_Type_8,911.625
2020,July,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,911.604
2017,July,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,911.389
2018,May,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,911.2795
2021,March,Plant_5,Customer_69,Primary_Market_Code_1,Material_Type_1,911.19
2019,April,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,910.913
2021,March,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,910.1975
2018,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,910.1025
2017,June,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_5,909.6
2018,March,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,908.475
2017,October,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_5,907.805
2018,April,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,907.723
2017,July,Plant_2,Customer_2,Primary_Market_Code_2,Material_Type_2,907.6425
2017,October,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,907.4325
2021,December,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,907.253
2017,June,Plant_1,Customer_34,Primary_Market_Code_4,Material_Type_1,907.055
2018,June,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,907.005
2020,July,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,906.92
2020,December,Plant_4,Customer_23,Primary_Market_Code_7,Material_Type_2,906.85
2017,June,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,906.475
2020,November,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,906.224
2019,March,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,905.8225
2017,December,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,905.535
2018,January,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,904.3225
2019,June,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,903.72
2021,May,Plant_2,Customer_57,Primary_Market_Code_3,Material_Type_2,903.6975
2019,October,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,902.49
2018,June,Plant_2,Customer_2,Primary_Market_Code_2,Material_Type_2,901.4125
2019,March,Plant_1,Customer_68,Primary_Market_Code_7,Material_Type_1,900.98
2018,October,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,900.5125
2020,May,Plant_6,Customer_53,Primary_Market_Code_9,Material_Type_6,899.891
2021,January,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,898.635
2020,August,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,898.3835
2018,September,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,897.265
2019,September,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,897.065
2019,July,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,897.0005
2021,March,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,896.808
2019,June,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,896.5475
2019,February,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,896.4875
2020,October,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,895.933
2018,February,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,895.615
2017,August,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,895.406
2020,June,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,895.1975
2018,January,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,895.035
2019,July,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,894.71
2021,August,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_5,894.115
2019,May,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,893.452
2021,June,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,893.1375
2019,March,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,893.0125
2018,April,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,892.425
2017,November,Plant_2,Customer_9,Primary_Market_Code_5,Material_Type_4,892.19
