Year,Month Name,Plant,Customer Name ,Primary Market Code ,Material Type,Booked Tons
2020,October,Plant_1,Customer_8,Primary_Market_Code_1,Material_Type_1,1404.19
2018,February,Plant_2,Customer_34,Primary_Market_Code_13,Material_Type_2,1403.9325
2020,August,Plant_11,Customer_93,Primary_Market_Code_1,Material_Type_1,1402.81
2020,June,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1401.388061
2019,April,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1400.20985
2021,October,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1399.8325
2018,August,Plant_7,Customer_47,Primary_Market_Code_8,Material_Type_1,1399.76
2019,October,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,1399.182429
2020,November,Plant_4,Customer_50,Primary_Market_Code_3,Material_Type_2,1397.5365
2021,December,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_7,1397.535651
2021,November,Plant_9,Customer_49,Primary_Market_Code_8,Material_Type_8,1396.65111
2019,January,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,1395.165948
2018,April,Plant_1,Customer_178,Primary_Market_Code_7,Material_Type_1,1394.2945
2020,March,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1392.6665
2018,August,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1391.517
2020,December,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1390.28335
2021,July,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1389.225955
2018,February,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1388.2245
2018,February,Plant_1,Customer_47,Primary_Market_Code_8,Material_Type_1,1386.1775
2020,March,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,1385.9
2021,January,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,1384.943287
2022,January,Plant_1,Customer_25,Primary_Market_Code_1,Material_Type_1,1382
2019,November,Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,1379.2
2019,November,Plant_1,Customer_12,Primary_Market_Code_1,Material_Type_1,1378.45
2018,December,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1378.3305
2019,August,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1378.02
2021,January,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1377.780156
2019,October,Plant_2,Customer_5,Primary_Market_Code_4,Material_Type_1,1376.9895
2019,January,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1376.936053
2021,June,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,1376.5175
2021,March,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,1375.291112
2019,October,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1373.945
2018,May,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1373.189778
2018,January,Plant_2,Customer_59,Primary_Market_Code_2,Material_Type_2,1372.01
2020,December,Plant_2,Customer_9,Primary_Market_Code_5,Material_Type_4,1372.01
2018,July,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,1371.833402
2021,June,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,1371.455
2019,April,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1369.25
2018,July,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1368.626081
2019,April,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1367.2275
2019,March,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1366.744091
2019,November,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_7,1366.330292
2019,July,Plant_1,Customer_105,Primary_Market_Code_1,Material_Type_1,1365.715
2019,August,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1365.31
2020,January,Plant_7,Customer_1,Primary_Market_Code_1,Material_Type_2,1365.2025
2020,September,Plant_1,Customer_13,Primary_Market_Code_6,Material_Type_4,1364.34
2019,December,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1363.545805
2019,March,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1363.462026
2020,January,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1362.8215
2020,July,Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,1362.45
2020,March,Plant_1,Customer_7,Primary_Market_Code_1,Material_Type_1,1361.033
2019,June,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1360.967923
2021,April,Plant_5,Customer_69,Primary_Market_Code_1,Material_Type_1,1360.2475
2018,June,Plant_2,Customer_69,Primary_Market_Code_1,Material_Type_3,1360.235
2018,January,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1358.488927
2020,November,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1357.177587
2019,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1355.583698
2018,January,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,1354.8925
2018,May,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1353.919387
2018,August,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,1353.0235
2018,December,Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,1352.69
2019,January,Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,1352.59
2018,March,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1351.113787
2018,December,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1350.899544
2018,May,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,1347.76
2020,October,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,1346.325
2018,September,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1344.686102
2022,January,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1344.5
2019,July,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,1344.375
2018,November,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1343.768234
2018,September,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1343.66
2019,November,Plant_1,Customer_16,Primary_Market_Code_1,Material_Type_4,1342.848
2018,July,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1342.7325
2021,May,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1342.527214
2020,June,Plant_7,Customer_71,Primary_Market_Code_2,Material_Type_10,1342.328
2020,November,Plant_1,Customer_6,Primary_Market_Code_1,Material_Type_1,1341.0905
2020,October,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1340.096
2021,February,Plant_1,Customer_18,Primary_Market_Code_1,Material_Type_1,1339.49
2018,February,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,1339.1795
2021,November,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1337.03
2019,January,Plant_2,Customer_59,Primary_Market_Code_2,Material_Type_2,1336.795
2020,September,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1335.0871
2019,January,Plant_5,Customer_69,Primary_Market_Code_1,Material_Type_1,1333.72
2021,May,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1333.7175
2018,November,Plant_1,Customer_16,Primary_Market_Code_1,Material_Type_4,1332.9145
2018,June,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_10,1328.6105
2020,November,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1327.11201
2019,February,Plant_1,Customer_34,Primary_Market_Code_4,Material_Type_1,1325.2025
2019,February,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1325.188588
2021,February,Plant_1,Customer_90,Primary_Market_Code_1,Material_Type_1,1324.41
2020,July,Plant_1,Customer_22,Primary_Market_Code_1,Material_Type_1,1324.305
2019,February,Plant_1,Customer_16,Primary_Market_Code_1,Material_Type_4,1323.065
2020,March,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,1322.6835
2021,October,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1322.224
2020,October,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1321.849786
2018,February,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1321.062458
2020,May,Plant_1,Customer_36,Primary_Market_Code_1,Material_Type_1,1320.6275
2019,July,Plant_1,Customer_83,Primary_Market_Code_1,Material_Type_1,1319.753
2018,June,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1319.674662
2020,January,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1319.5075
2019,July,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1319.027612
2018,December,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1318.0695
2020,October,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1318.01
2019,May,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1317.4125
2019,December,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1315.2285
2019,December,Plant_1,Customer_25,Primary_Market_Code_1,Material_Type_1,1312.7645
2020,January,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,1312.631
2019,April,Plant_1,Customer_68,Primary_Market_Code_7,Material_Type_1,1310.73
2019,May,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,1307.9465
2021,May,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1307.86
2020,September,Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,1306.130871
2020,September,Plant_1,Customer_36,Primary_Market_Code_1,Material_Type_1,1306
2021,August,Plant_7,Customer_140,Primary_Market_Code_6,Material_Type_2,1305.695
2020,September,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1304.900585
2021,April,Plant_1,Customer_60,Primary_Market_Code_1,Material_Type_1,1303.6175
2019,June,Plant_11,Customer_64,Primary_Market_Code_2,Material_Type_9,1303.117
2020,April,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1302.76
2019,July,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1302.428466
2018,December,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1301.8775
2021,January,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1300.438381
2018,September,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,1298.86
2019,July,Plant_1,Customer_5,Primary_Market_Code_4,Material_Type_1,1298.33
2019,March,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1297.9875
2022,January,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1296.81468
2022,January,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_2,1296.63549
2019,March,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1294.265904
2018,April,Plant_2,Customer_15,Primary_Market_Code_7,Material_Type_2,1293.825
2018,February,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1293.1725
2021,June,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_5,1292.8645
2021,July,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1292.7125
2021,December,Plant_9,Customer_49,Primary_Market_Code_8,Material_Type_8,1292.634425
2019,March,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1291.665759
2019,October,Plant_4,Customer_23,Primary_Market_Code_7,Material_Type_2,1291.07
2020,May,Plant_1,Customer_30,Primary_Market_Code_1,Material_Type_1,1290.21
2021,May,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1288.895
2019,September,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1287.035
2019,May,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1286.67326
2019,June,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,1286.637492
2021,October,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1286.117994
2018,August,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1286.114
2018,October,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,1285.3
2021,June,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1285.15
2021,January,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1284.51075
2019,December,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_7,1284.433096
2018,March,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1283.733913
2018,August,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1282.518334
2021,January,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1282.287846
2019,November,Plant_1,Customer_30,Primary_Market_Code_1,Material_Type_1,1281.19
2018,February,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1280.8215
2020,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1280.682358
2018,October,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1280.03
2021,April,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1280.025
2018,May,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1280.009361
2018,December,Plant_2,Customer_40,Primary_Market_Code_3,Material_Type_8,1279.97457
2018,January,Plant_1,Customer_77,Primary_Market_Code_12,Material_Type_11,1278.6205
2021,March,Plant_6,Customer_91,Primary_Market_Code_2,Material_Type_6,1277.1811
2021,January,Plant_4,Customer_68,Primary_Market_Code_11,Material_Type_1,1277.1
2018,January,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1276.99
2019,October,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1274.648951
2020,February,Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,1274.12
2019,March,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1272.613798
2021,April,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1272.535547
2019,April,Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,1272.22
2018,March,Plant_2,Customer_15,Primary_Market_Code_7,Material_Type_2,1270.175
2019,February,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,1269.50407
2020,May,Plant_1,Customer_98,Primary_Market_Code_7,Material_Type_1,1268.755
2019,October,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1267.0125
2020,November,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,1266.93
2021,April,Plant_3,Customer_157,Primary_Market_Code_2,Material_Type_5,1266.8275
2019,January,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1266.793598
2022,January,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1266.769181
2018,July,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1266.759707
2020,February,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1266.559556
2020,February,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1265.7325
2021,April,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,1264.59
2018,May,Plant_2,Customer_114,Primary_Market_Code_2,Material_Type_2,1262.895
2021,June,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1261.31
2018,April,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1261.08026
2018,October,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1258.3915
2020,August,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,1256.5875
2019,September,Plant_1,Customer_36,Primary_Market_Code_1,Material_Type_1,1255.66
2021,November,Plant_4,Customer_117,Primary_Market_Code_1,Material_Type_1,1255.394
2020,September,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,1254.5784
2020,June,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,1254.334082
2020,August,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1252.885569
2020,December,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1252.72
2020,June,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1252.238575
2019,November,Plant_1,Customer_97,Primary_Market_Code_7,Material_Type_1,1252.21
2019,January,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,1249.94935
2019,June,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1249.877366
2019,June,Plant_1,Customer_98,Primary_Market_Code_7,Material_Type_1,1249.71
2019,July,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1248.298608
2019,October,Plant_1,Customer_25,Primary_Market_Code_1,Material_Type_1,1245.735
2021,June,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1244.294323
2019,September,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1244.284
2020,June,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1244.090384
2021,January,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,1242.6275
2020,February,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1241.06
2022,January,Plant_1,Customer_148,Primary_Market_Code_15,Material_Type_1,1240.641004
2019,November,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,1238.563908
2018,March,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1237.988509
2019,October,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,1237.01
2021,December,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1236.9225
2019,September,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,1236.65
2018,March,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1233.63
2020,September,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1232.0205
2020,September,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1229.045078
2019,February,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1228.170611
2019,November,Plant_1,Customer_98,Primary_Market_Code_7,Material_Type_1,1225.47
2019,October,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_8,1225.3888
2019,August,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1224.956403
2021,January,Plant_2,Customer_59,Primary_Market_Code_7,Material_Type_2,1224.83
2020,February,Plant_10,Customer_88,Primary_Market_Code_7,Material_Type_10,1224.72
2019,July,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1224.307421
2021,August,Plant_7,Customer_65,Primary_Market_Code_5,Material_Type_10,1224.1665
2018,October,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1223.978211
2020,June,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,1223.934
2021,January,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1223.373
2018,February,Plant_7,Customer_72,Primary_Market_Code_7,Material_Type_2,1223.1945
2019,June,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1222.86691
2019,August,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1222.7125
2018,February,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,1221.3835
2018,January,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1220.33
2019,March,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1219.965
2019,April,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,1218.9175
2021,March,Plant_7,Customer_51,Primary_Market_Code_6,Material_Type_1,1218.23
2019,August,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1216.205
2020,September,Plant_2,Customer_59,Primary_Market_Code_2,Material_Type_2,1216.1535
2020,March,Plant_4,Customer_89,Primary_Market_Code_2,Material_Type_10,1213.863
2018,December,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,1211.081005
2019,March,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1210.7375
2018,June,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1207.46
2018,January,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,1207.39833
2019,July,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,1206.86495
2020,November,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1205.670564
2019,August,Plant_1,Customer_22,Primary_Market_Code_1,Material_Type_1,1204.3325
2018,April,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1204.263803
2019,November,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1202.6145
2021,August,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1202.5025
2018,May,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,1200.1968
2021,October,Plant_6,Customer_26,Primary_Market_Code_2,Material_Type_5,1200.018138
2020,November,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1199.8625
2020,January,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1195.499806
2019,June,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1193.006687
2018,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,1191.725
2019,July,Plant_1,Customer_106,Primary_Market_Code_7,Material_Type_1,1190.8
2019,April,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1190.6675
2019,June,Plant_1,Customer_19,Primary_Market_Code_6,Material_Type_1,1189.934
2019,October,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1189.321769
2019,February,Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,1189.27
2020,January,Plant_1,Customer_20,Primary_Market_Code_1,Material_Type_1,1186.78
2021,October,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_8,1185.437802
2018,July,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,1185
2018,February,Plant_4,Customer_6,Primary_Market_Code_1,Material_Type_1,1184.395
2018,April,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1184.255
2018,February,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1183.93
2018,July,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,1183.038
2020,August,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1179.8265
2019,June,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,1179.1525
2019,April,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1177.942823
2018,April,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1177.701084
2019,February,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1177.495
2021,March,Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,1176.588222
2021,December,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1176.033
2020,September,Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,1175.7
2019,March,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1174.5875
2021,December,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,1172.627
2021,July,Plant_6,Customer_71,Primary_Market_Code_2,Material_Type_6,1172.3415
2020,September,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1172.225
2018,October,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,1171.237525
2020,December,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_2,1169.5825
2019,May,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,1167.445
2018,July,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1167.157
2021,January,Plant_1,Customer_5,Primary_Market_Code_4,Material_Type_1,1166.417
2018,February,Plant_7,Customer_95,Primary_Market_Code_6,Material_Type_3,1166.038
2019,June,Plant_7,Customer_33,Primary_Market_Code_8,Material_Type_2,1163.542
2019,May,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,1163.515
2020,March,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1163.2475
2019,November,Plant_1,Customer_154,Primary_Market_Code_7,Material_Type_1,1160.29
2018,September,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_2,1159.876891
2021,June,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,1159.533264
2019,July,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,1159.2725
2019,May,Plant_7,Customer_119,Primary_Market_Code_10,Material_Type_7,1157.7775
2018,July,Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_8,1156.79275
2019,April,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1156.6675
2018,November,Plant_10,Customer_88,Primary_Market_Code_7,Material_Type_10,1156.6195
2018,February,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,1155.9
2019,October,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1154.497514
2019,February,Plant_1,Customer_5,Primary_Market_Code_4,Material_Type_1,1154.13
2020,August,Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,1153.586084
2021,October,Plant_6,Customer_35,Primary_Market_Code_2,Material_Type_6,1151.927
2018,February,Plant_1,Customer_30,Primary_Market_Code_1,Material_Type_1,1151.52
2019,September,Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_2,1151.29758
2021,May,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1149.733645
2018,January,Plant_3,Customer_26,Primary_Market_Code_2,Material_Type_5,1149.168234
2019,February,Plant_11,Customer_4,Primary_Market_Code_3,Material_Type_3,1148.25158
2021,April,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_5,1148.2435
2020,April,Plant_5,Customer_69,Primary_Market_Code_1,Material_Type_1,1147.965
2018,July,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,1147.39
2018,March,Plant_6,Customer_48,Primary_Market_Code_9,Material_Type_6,1146.838
2019,December,Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,1146.12
2018,December,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1145.999797
2021,April,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1145.5525
2021,January,Plant_7,Customer_84,Primary_Market_Code_6,Material_Type_8,1145.42213
2018,May,Plant_2,Customer_2,Primary_Market_Code_2,Material_Type_2,1145.232497
2021,March,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,1145.111417
2019,June,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,1145.053
2021,December,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1143.505952
2020,December,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,1143.268398
2019,October,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,1141.820614
2018,October,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,1141.1285
2019,January,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,1140.073756
2020,August,Plant_4,Customer_50,Primary_Market_Code_3,Material_Type_2,1139.7005
2020,February,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1138.18
2021,January,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_5,1137.6655
2018,August,Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_6,1136.4425
2018,October,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1136.23
2021,August,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,1136.046434
2019,February,Plant_3,Customer_35,Primary_Market_Code_2,Material_Type_6,1135.7275
2020,March,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,1135.2855
2018,May,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,1135.1145
2021,December,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_5,1134.7425
2019,August,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,1134.1625
2018,May,Plant_7,Customer_33,Primary_Market_Code_2,Material_Type_2,1133.425
2018,April,Plant_5,Customer_81,Primary_Market_Code_11,Material_Type_1,1133.26
2020,September,Plant_3,Customer_28,Primary_Market_Code_2,Material_Type_6,1132.72
2021,December,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,1132.52
